Rank,"Song Title",Streams,Daily
1,"This Town",1201436618,294350
2,"Slow Hands",1072897612,157616
3,"What A Time",887816356,170215
4,"Too Much To Ask",533175867,45267
5,"Nice To Meet Ya",372955297,44001
6,"Moral of the Story (feat Niall Horan) (Bonus Track)",349712075,46385
7,"Put A Little Love On Me",325096960,50729
8,Heaven,313696388,100337
9,"Black And White",299032038,37280
10,"Our Song",276860900,51827
11,"No Judgement",207870623,17646
12,"Seeing Blind",179559743,24324
13,Flicker,161444821,24526
14,"On The Loose",118056854,19461
15,Meltdown,93348163,20910
16,Still,88415668,22280
17,"Heartbreak Weather",82753257,30127
18,"Slow Hands - Acoustic",77204749,7382
19,"Fools Gold - Recorded At RAK Studios London",67937675,7394
20,"Small Talk",64307549,23086
21,"Paper Houses",63716999,8395
22,Mirrors,55750250,10191
23,Everywhere,53821785,15358
24,"The Show",49775791,18277
25,"Too Much To Ask - Acoustic",43409722,4931
26,"Dear Patience",42615258,8275
27,"Finally Free - From Smallfoot",42558401,5907
28,"Since Were Alone",42553347,8787
29,"Cross Your Mind",39190183,12969
30,"Fire Away",39088342,5709
31,"Everywhere (BBC Children In Need)",37914039,6426
32,"On My Own",37386465,5356
33,"Arms Of A Stranger",35178517,7943
34,"Must Be Love",35171384,30139
35,"You And Me",34825470,4815
36,"San Francisco",32123498,7679
37,"Bend The Rules",31994164,7247
38,"The Tide",31870832,3999
39,"New Angel",29898198,6720
40,"You Could Start A Cult (with Lizzy McAlpine)",26370636,13085
41,"Drive Safe",25841924,268131
42,"If You Leave Me",25706226,10625
43,Science,23868322,8335
44,"Lover - Recorded at Air Studios London",23008951,3702
45,"Never Grow Up",22312211,9401
46,"You Could Start A Cult",22231494,6791
47,"This Town - Tiёsto Remix",21986890,819
48,"Save My Life",21231524,14425
49,"On A Night Like Tonight",20498509,6633
50,"Nice To Meet Ya - Diplo Remix",17277406,1143
51,"So Long feat The RTÉ Concert Orchestra - Live",14695720,2794
