Rank,"Song Title",Streams,Daily
1,"As It Was",4283667621,1667478
2,"Watermelon Sugar",3220910002,910478
3,"Sign of the Times",2064751961,1200023
4,"Adore You",2027018258,957303
5,Falling,1530562017,568694
6,"Late Night Talking",1160502495,338857
7,Golden,1044392735,283375
8,"Lights Up",741077362,121520
9,Matilda,738364610,612648
10,"Fine Line",707416988,421686
11,"Sweet Creature",678326526,108295
12,Kiwi,598154097,118070
13,Satellite,572297961,270016
14,"Music For a Sushi Restaurant",486288298,145196
15,"Little Freak",463177703,164573
16,Daylight,455783333,129267
17,"Keep Driving",421801122,115141
18,Cherry,419076272,132653
19,"From the Dining Table",406513414,91727
20,She,382715058,88306
21,"Two Ghosts",371734043,85524
22,"Love Of My Life",361157827,97080
23,"Sunflower, Vol. 6",343680685,82432
24,"Girl Crush - Recorded at Metropolis Studios, London",319273700,68541
25,Grapejuice,289793081,94897
26,"To Be So Lonely",286165348,75509
27,Daydreaming,283495729,110883
28,Cinema,283488090,136600
29,"Meet Me in the Hallway",260654459,48866
30,Woman,256317323,61669
31,"Canyon Moon",243953059,67431
32,Carolina,242441526,48813
33,"Only Angel",232146654,64817
34,"Treat People With Kindness",224366005,57417
35,"Ever Since New York",209912264,59980
36,Boyfriends,193803009,60041
37,Aperture,106941018,1554398
38,"Two Ghosts - Recorded at Metropolis Studios, London",60023213,8000
