Rank,"Song Title",Streams,Daily
1,"Lose Control",2428734656,1568246
2,"The Door",906871856,930528
3,"Bad Dreams",788027962,875806
4,"All That Really Matters",251116461,259463
5,"Youre Still The One",205827783,262691
6,"Devil in a Dress",193889159,135236
7,"The Door - CYRIL Remix",190782158,205716
8,"Hammer to the Heart",171024123,138417
9,"Somethin Bout A Woman (feat Teddy Swims)",158679798,195931
10,"Are You Even Real (feat Givēon)",143420538,130293
11,"Some Things Ill Never Know",139891145,81025
12,"What More Can I Say",116672576,106814
13,"Gone Gone Gone",101332969,526098
14,911,101323136,54633
15,"Bad For Me (feat Teddy Swims)",95967920,28615
16,Funeral,90309967,90924
17,"Bed on Fire",86180814,75130
18,"Dont Stop Believin",83977788,120310
19,"Blowin Smoke",78482512,93812
20,Guilty,76068583,70601
21,"Dirty (feat Teddy Swims)",69382697,36518
22,"FACE MYSELF",68831714,60715
23,dose,68176852,50731
24,"Simple Things",64233579,54914
25,"Easy To Love",62266571,26790
26,"Lose Control - Piano Version",62262834,43912
27,"Broke (feat Thomas Rhett)",57760563,50535
28,"Only Love Can Hurt Like This (feat Teddy Swims) - Remix",56349071,44870
29,"God Went Crazy",54550767,63023
30,"Better (feat Teddy Swims)",54404328,9591
31,"Goodbyes Been Good to You",51443027,46563
32,"I Cant Make You Love Me",47114421,27239
33,"Blinding Lights",46467257,58962
34,"Someone You Loved",43280706,23545
35,"Silent Night",42171608,1168
36,"Apple Juice",40044956,51196
37,"The Door (Tiago PZK Version)",39652539,65537
38,"Bad Dreams - HUGEL Remix",36936613,71378
39,Amazing,36141180,31077
40,"Happy People (with Teddy Swims Jac Ross)",35860257,18265
41,"My Bad",34122307,23178
42,"Bed on Fire (with Ingrid Andress)",31457742,33765
43,"Not Your Man",30865454,66490
44,Flame,28914981,16963
45,"She Got It (feat Coco Jones GloRilla)",27726594,30572
46,"Til I Change Your Mind",27596874,34964
47,"Tell Me",25851395,40688
48,"Georgia Ways (with Teddy Swims Luke Bryan)",25333857,12857
49,"Someone Who Loved You",23175518,24408
50,"Lose Control - Tiësto Remix",23141849,16068
51,"She Loves the Rain",22756074,48439
52,"Northern Lights",22404742,29259
53,Suitcase,20146320,11090
54,"Somebody Should Kiss You",19718665,14955
55,"You Still Get to Me",18987701,10520
56,"Whats Going On",18589617,16121
57,"The Door - Stripped",17585777,14413
58,Rivers,17364423,4227
59,"Need You More",17283341,23946
60,"Last Communion",16663867,9209
61,"Lose Control - Live",16526859,11437
62,"All Gas No Brakes (feat BigXthaPlug)",16075427,13247
63,Sometimes,15680697,9726
64,"Loveless (with Teddy Swims)",15185670,4259
65,"Some Things Ill Never Know (feat Maren Morris)",14804348,7549
66,Evergreen,14786281,8290
67,"Elephant in the Room (feat Teddy Swims)",14532371,5747
68,"Growing Up is Getting Old",14073906,6117
69,"Youve Got Another Thing Coming - From the Netflix Series Nobody Wants This Season 2",13607727,28033
70,"Hold Me",13184395,13351
71,"2 Moods",13080470,3242
72,"Lose Control - Strings Version",12424181,7149
73,"For the Rest of Your Life",12407431,7365
74,"Free Them (feat Teddy Swims)",12298570,6868
75,"All That Really Matters - Stripped Version",12086203,25071
76,"Will It Find Me",11900275,6261
77,"Black White (feat Muni Long)",11513580,12187
78,LIFE,11257281,3616
79,"Your Kind of Crazy",10973007,9364
80,"Please Turn Green",10586129,2168
81,"Bad Dreams - Acoustic",10534902,7762
82,"Night Off",9787798,2211
83,"New Religion (feat Teddy Swims)",9776127,3932
84,"Simple Things - Piano Version",9429478,4955
85,"It Aint Easy",9316605,10752
86,"Love for a Minute",8585332,2399
87,"Please Come Home for Christmas",7661999,241
88,"The Door - Live",7119186,2596
89,"Blame (feat Teddy Swims)",6982343,4083
90,"Lose Control - goddard Remix",6880993,2761
91,"Gone Gone Gone (Done Done Done) feat Teddy Swims - David Guetta Remix",6783437,27779
92,"Lose Control - Radio Edit",6701230,5040
