Rank,"Song Title",Streams,Daily
1,Stargazing,1096227596,752662
2,"Nice To Meet You",350978221,347274
3,Solo,211027209,85822
4,"My Home",158783287,115079
5,"Wait For You",113417778,136827
6,"Blink Twice",88797903,119952
7,"Sweet Love",59559067,48434
8,"Stay (If You Wanna Dance)",55975252,349826
9,"Sweater Weather",43977050,20510
10,River,41992316,21663
11,Gold,40416954,73299
12,Whisper,32332823,21324
13,"Betting on Us",24548626,10860
14,"Stargazing - Moonlight Version",24417760,17953
15,"Nice To Meet You (feat. Lainey Wilson)",23501459,28357
16,"Drive Safe",23455880,291564
17,Behind,20844264,12999
18,Waste,15132161,13426
19,"My First Heartbreak",11079871,11937
20,3am,10935352,15611
21,"Sweet Love - Acoustic",9989387,14279
22,"My Home - Acoustic",9968638,3607
23,"Memories (I Don't Have)",9888770,5667
24,"Little By Little",7831799,9623
25,Dreamers,4620425,9479
26,"Made For Me",4351066,7234
27,"Solo - Acoustic",3562372,1090
28,"Solo - Piano Version",3309149,975
29,"Someone New",2551260,6171
30,"Stargazing - Acoustic",2315871,4926
31,"All My Life",2315570,6574
32,"Nice To Meet You - Mistletoe Version",2313732,812
33,"Nice To Meet You - Acoustic",2005697,1713
34,"BIRDS OF A FEATHER - Acoustic",1940350,6313
35,"Stargazing - Live from Manchester",1556377,1101
36,"Betting on Us - Acoustic",1553517,1002
37,"Nice To Meet You (feat. Myles Smith) - Sped Up",1141713,4002
38,"River - Acoustic",1107891,471
39,"Gold - Acoustic",970129,2843
40,"Nice To Meet You - Live from Chicago",963149,1082
41,"Behind - Acoustic",727015,359
42,"Nice To Meet You (feat. Myles Smith) - Slowed Down",209155,606
43,"Stargazing - Live at Eventim Apollo",183586,793
