Rank,"Song Title",Streams,Daily
1,Stargazing,1079501861,921221
2,"Nice To Meet You",343116127,378887
3,Solo,209199793,88660
4,"My Home",156374599,105901
5,"Wait For You",110399080,160397
6,"Blink Twice",86188308,127713
7,"Sweet Love",58539097,47408
8,"Stay (If You Wanna Dance)",47969174,431168
9,"Sweater Weather",43576900,18901
10,River,41565589,19129
11,Gold,38911408,71880
12,Whisper,31900754,19134
13,"Betting on Us",24356906,9651
14,"Stargazing - Moonlight Version",23979608,18643
15,"Nice To Meet You (feat. Lainey Wilson)",22899302,28213
16,Behind,20568948,12407
17,"Drive Safe",16797306,387865
18,Waste,14844257,13026
19,"My First Heartbreak",10854505,9309
20,3am,10660742,11253
21,"My Home - Acoustic",9887332,4104
22,"Memories (I Don't Have)",9783050,4297
23,"Sweet Love - Acoustic",9713507,13326
24,"Little By Little",7659930,6638
25,Dreamers,4447588,6941
26,"Made For Me",4221396,5215
27,"Solo - Acoustic",3539225,1225
28,"Solo - Piano Version",3287970,946
29,"Someone New",2431551,4472
30,"Nice To Meet You - Mistletoe Version",2296130,776
31,"Stargazing - Acoustic",2227112,4442
32,"All My Life",2190713,4960
33,"Nice To Meet You - Acoustic",1969474,1524
34,"BIRDS OF A FEATHER - Acoustic",1839207,3888
35,"Stargazing - Live from Manchester",1536324,1156
36,"Betting on Us - Acoustic",1535347,686
37,"River - Acoustic",1097030,397
38,"Nice To Meet You (feat. Myles Smith) - Sped Up",1080623,2582
39,"Nice To Meet You - Live from Chicago",940858,921
40,"Gold - Acoustic",915680,2152
41,"Behind - Acoustic",719794,376
42,"Nice To Meet You (feat. Myles Smith) - Slowed Down",197315,628
43,"Stargazing - Live at Eventim Apollo",166695,745
