Rank,"Song Title",Streams,Daily
1,Stargazing,1107022270,732939
2,"Nice To Meet You",356883966,414041
3,Solo,212118517,73523
4,"My Home",160241097,98903
5,"Wait For You",114755574,89031
6,"Blink Twice",90251389,91053
7,"Stay (If You Wanna Dance)",60158037,261212
8,"Sweet Love",60147695,42862
9,"Sweater Weather",44215549,15989
10,River,42239131,17122
11,Gold,41369067,67072
12,Whisper,32585457,16618
13,"Drive Safe",26930743,231773
14,"Betting on Us",24674164,8902
15,"Stargazing - Moonlight Version",24673182,18736
16,"Nice To Meet You (feat Lainey Wilson)",23837097,23548
17,Behind,21008698,10589
18,Waste,15296634,11231
19,"My First Heartbreak",11208831,8450
20,3am,11111816,11610
21,"Sweet Love - Acoustic",10152726,12734
22,"My Home - Acoustic",10016638,3278
23,"Memories (I Dont Have)",9954268,4606
24,"Little By Little",7931263,6936
25,Dreamers,4724279,7487
26,"Made For Me",4431564,4940
27,"Solo - Acoustic",3576461,1164
28,"Solo - Piano Version",3322820,909
29,"Someone New",2624624,4676
30,"All My Life",2392153,4907
31,"Stargazing - Acoustic",2372070,3774
32,"Nice To Meet You - Mistletoe Version",2324455,615
33,"Nice To Meet You - Acoustic",2027065,1505
34,"BIRDS OF A FEATHER - Acoustic",2004867,4126
35,"Stargazing - Live from Manchester",1569348,875
36,"Betting on Us - Acoustic",1564367,1000
37,"Nice To Meet You (feat Myles Smith) - Sped Up",1196909,3285
38,"River - Acoustic",1114265,525
39,"Gold - Acoustic",1004356,1915
40,"Nice To Meet You - Live from Chicago",976003,1013
41,"My Mess",933854,0
42,"Behind - Acoustic",731696,354
43,"Nice To Meet You (feat Myles Smith) - Slowed Down",218272,531
44,"Stargazing - Live at Eventim Apollo",195296,769
