Rank,"Song Title",Streams,Daily
1,"Blinding Lights",5358795052,1353470
2,Starboy,4465059030,1827241
3,"Die For You",3216790683,1129811
4,"The Hills",3001381504,987342
5,"Save Your Tears",2678164505,965414
6,"One Of The Girls (with JENNIE Lily Rose Depp)",2564616533,1784458
7,"Call Out My Name",2384895272,739832
8,"I Feel It Coming",2183886125,643771
9,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track",2175940192,911981
10,"Cant Feel My Face",2151787753,579879
11,"Earned It (Fifty Shades Of Grey)",2118229494,643285
12,Creepin,1744387490,462961
13,"Stargirl Interlude",1537369239,432244
14,"Timeless (feat Playboi Carti)",1469786334,1469228
15,"I Was Never There",1446845247,512326
16,Reminder,1420534227,517445
17,"Moth To A Flame (with The Weeknd)",1399997796,814564
18,"Love Me Harder",1356676598,1055009
19,"After Hours",1319951015,515061
20,"Popular (with Playboi Carti Madonna)",1319238265,570502
21,"Low Life (feat The Weeknd)",1312890276,416778
22,"Lost in the Fire (feat The Weeknd)",1288997301,403627
23,"Die For You (with Ariana Grande) - Remix",1287860591,383274
24,"Or Nah (feat The Weeknd Wiz Khalifa DJ Mustard) - Remix",1280278214,461500
25,Often,1275815930,391179
26,Heartless,1219532271,308748
27,"Pray For Me",1172979023,323381
28,"In Your Eyes",1115530160,251518
29,"You Right",1094187697,428087
30,"Is There Someone Else",1045154122,416035
31,"Party Monster",1024860959,294709
32,"Wicked Games",763989818,323896
33,"One Right Now (with The Weeknd)",756484616,141615
34,"House Of Balloons Glass Table Girls",670219092,530468
35,"The Morning",656071396,374629
36,"In The Night",645737971,112176
37,"São Paulo (feat Anitta)",644106624,762267
38,"Out of Time",628765692,274738
39,Acquainted,602762893,158421
40,"LA FAMA",601329688,274857
41,"Smile (with The Weeknd)",534894313,83819
42,"Take My Breath - Single Version",506735041,44965
43,Sidewalks,476339883,87014
44,Hurricane,474928477,95326
45,Sacrifice,469492174,106869
46,"Lust for Life (with The Weeknd)",455042683,137877
47,"Some Way",437561579,51646
48,"Coming Down",435754689,392418
49,"Try Me",431183492,128225
50,"Crew Love",429004351,124548
51,"The Party The After Party",422559776,346722
52,"High For This",418754568,114805
53,Secrets,410562682,86283
54,"Less Than Zero",408254937,160086
55,"Hurt You",391445029,114251
56,K-POP,383907281,103350
57,"Wasted Times",383551074,60751
58,"What You Need",375809739,166074
59,"Cry For Me",373173787,398998
60,"False Alarm",347003924,46373
61,"Six Feet Under",343485553,55626
62,"Hawái - Remix",342025078,25624
63,"True Colors",333237422,40931
64,"Tell Your Friends",300447099,74959
65,"A Lonely Night",297620307,83598
66,Rockin,286571543,35566
67,"RATHER LIE (with The Weeknd)",285629461,328814
68,"Dancing In The Flames",281151509,157232
69,"Dark Times",279950391,21289
70,"Often - Kygo Remix",272400825,41621
71,"Take My Breath",262945324,116138
72,"Double Fantasy (with Future)",257641281,80832
73,"Ordinary Life",255938061,78426
74,"Might Not",251541367,37243
75,Shameless,244806758,60497
76,Faith,244446002,85560
77,"Over Now (with The Weeknd)",234888325,27882
78,Prisoner,233271862,54575
