Rank,"Song Title",Streams,Daily
1,"Bad Memories",638599711,170605
2,"Forget You",144402315,29877
3,"Bad Memories - Felix Jaehn Remix",91294031,0
4,"All My Life",61265495,13752
5,"One Day",56230976,8502
6,"Left & Right",52959748,21197
7,Fever,45170770,3739
8,"Love Me Now (feat. FAST BOY)",30582395,4683
9,"Good Life",30257951,22323
10,"Chills (Feel My Love)",26706663,10323
11,Wave,18964469,24505
12,"Imagine Me & You (feat. FAST BOY)",14612275,3722
13,Electricity,12508006,5735
14,Overthinking,12290528,858
15,"Million Good Reasons",11673504,10477
16,"Castle (feat. FAST BOY)",10698009,1046
17,"Where You Are",9341085,2786
18,"Bad Memories - David Guetta Remix",8177254,4629
19,"Born Again",7222909,10410
20,"Last Summer",3848321,1278
21,Airforce,3540615,1343
22,"Bad Memories - Acoustic",3019508,570
23,"Bad Memories - Korolova Remix",2275890,499
24,"Nothing Lasts Forever",1901359,3208
25,"Bad Memories - Andrea Oliva Remix",1871413,149
26,"Bad Memories - Meduza ODIZZEA Remix",1152250,158
27,"This Feeling",1130865,3216
28,"Forget You - FAST BOY VIP Mix",1034875,420
29,Loveless,1014461,264
30,"Electricity - FAST BOY VIP Mix",920080,152
31,"Get Up Off The Floor - FAST BOY Remix",802744,572
32,Deepend,788263,209
33,"Bad Memories - Tita Lau Remix",714689,96
34,"Wave - Agatino Romero Remix",711259,692
35,"Chills (Feel My Love) (feat. David Guetta) - Acoustic",527035,79
36,"Chills (Feel My Love) (feat. David Guetta)",458929,120
37,"Castle (feat. FAST BOY) - Lyfes Remix",241175,20
38,"Memory Lane - FAST BOY Remix",221614,213
39,"Good Life - FAST BOY VIP Mix",189830,195
40,"Castle (feat. FAST BOY) - Maurice Lessing Remix",147410,23
