Rank,"Song Title",Streams,Daily
1,"Bad Memories",642006238,169241
2,"Forget You",144967433,27534
3,"Bad Memories - Felix Jaehn Remix",91988092,33459
4,"All My Life",61520932,12704
5,"One Day",56386242,7579
6,"Left Right",53338259,18507
7,Fever,45242021,3343
8,Troubles,34010585,2507
9,"Love Me Now (feat FAST BOY)",30671401,4084
10,"Good Life",30644763,18766
11,"Chills (Feel My Love)",26906441,10094
12,Wave,19405551,21591
13,"Imagine Me You (feat FAST BOY)",14681349,3398
14,Electricity,12608842,5020
15,Overthinking,12290528,858
16,"Million Good Reasons",11873599,10049
17,"Castle (feat FAST BOY)",10715258,848
18,"Where You Are",9380052,2997
19,"Bad Memories - David Guetta Remix",8256298,4294
20,"Born Again",7401163,8466
21,"Last Summer",3870653,1064
22,Airforce,3566094,1286
23,"Bad Memories - Acoustic",3032621,647
24,"Bad Memories - Korolova Remix",2286215,570
25,"Nothing Lasts Forever",1964661,3472
26,"Bad Memories - Andrea Oliva Remix",1874855,209
27,"This Feeling",1182860,2549
28,"Bad Memories - Meduza ODIZZEA Remix",1155942,225
29,"Forget You - FAST BOY VIP Mix",1042267,404
30,Loveless,1019240,232
31,"Bad Memories - HotLap Remix",924080,1097
32,"Electricity - FAST BOY VIP Mix",923074,151
33,Deepend,792892,230
34,"Wave - Agatino Romero Remix",725734,752
35,"Bad Memories - Tita Lau Remix",716883,136
36,"Chills (Feel My Love) (feat David Guetta) - Acoustic",528632,84
37,"Chills (Feel My Love) (feat David Guetta)",461341,118
38,"Castle (feat FAST BOY) - Lyfes Remix",241552,21
39,"Memory Lane - FAST BOY Remix",225645,224
40,"Good Life - FAST BOY VIP Mix",193802,214
41,"Castle (feat FAST BOY) - Maurice Lessing Remix",147866,26
