Rank,"Song Title",Streams,Daily
1,"Dusk Till Dawn (feat. Sia) - Radio Edit",2170989986,691676
2,"I Don't Wanna Live Forever (Fifty Shades Darker)",2087696184,669880
3,PILLOWTALK,1689162990,695072
4,"Trampoline (with ZAYN)",593267551,64488
5,"A Whole New World (End Title) - From ""Aladdin""",380247270,49080
6,"Let Me",356947581,49723
7,"Still Got Time (feat. PARTYNEXTDOOR)",302505377,13358
8,"LIKE I WOULD",287983091,26239
9,"fOoL fOr YoU",262104066,30384
10,Entertainer,219614262,33796
11,"There You Are",201286544,37159
12,Better,174370666,14295
13,Vibez,171004605,19084
14,"wRoNg (feat. Kehlani)",164625896,27007
15,"Good Years",162594629,8419
16,TiO,154630659,43094
17,"EYES CLOSED (with ZAYN)",136803391,394916
18,"Cruel (feat. ZAYN)",130587771,11254
19,"iT's YoU",124096573,13536
20,Flames,108309909,8900
21,Sweat,101700330,42328
22,BeFoUr,89770467,12848
23,"Back To Sleep REMIX (feat. Usher & ZAYN)",79290842,8562
24,"Love Like This",74981090,16314
25,sHe,73922757,12687
26,dRuNk,72872981,29804
27,Fingers,72023743,4518
28,"Too Much (feat. Timbaland)",71373426,5181
29,BoRdErSz,68892277,17148
30,"Dusk Till Dawn (feat. Sia) - Brooks Remix",59781352,3210
31,"rEaR vIeW",56708194,7716
32,Tightrope,53004287,10845
33,"No Candle No Light (feat. Nicki Minaj)",52439277,3101
34,"Rumors (feat. ZAYN)",50371612,10515
35,Rainberry,48524519,4381
36,Common,48219153,11506
37,"Back To Life",41426848,18646
38,Stardust,38494731,27302
39,Outside,33817160,6617
40,"What I Am",33607713,12877
41,"Sour Diesel",32969511,3550
42,lUcOzAdE,32853104,3950
43,"SHE DON'T LOVE ME",32804894,4305
44,"To Begin Again",31630808,4363
45,BLUE,29970046,3182
46,BRIGHT,29790300,3417
47,Tonight,28642513,7484
48,tRuTh,27503273,3505
49,"PILLOWTALK - the living room session",27359122,770
50,Alienated,26474288,12390
51,"MiNd Of MiNdd (Intro)",25825629,3146
52,"Flight Of The Stars",25796417,5338
53,Natural,25509304,4242
54,"Dusk Till Dawn (feat. Sia) - John ""J-C"" Carr Mix",24897708,583
55,"INTERMISSION: fLoWer",23396231,2463
56,Connexion,22998631,2504
57,Unfuckwitable,22439315,5034
58,"When Love's Around (feat. Syd)",22299697,3644
59,Calamity,21906158,3058
60,"River Road",21738363,3107
61,"Tu hai kahan (feat. ZAYN)",21266894,2356
62,"I Don't Mind",20936415,4062
63,"Talk To Me",20782993,3864
64,Insomnia,20237710,3350
65,"PILLOWTALK REMIX (feat. Lil Wayne)",20187163,1215
66,"Un mundo ideal (Versión Créditos)",20176345,3680
67,"If I Got You",19967339,3896
68,"Windowsill (feat. Devlin)",19916927,2855
69,Imprint,19869855,3570
70,Satisfaction,19042046,2786
71,Scripted,18817416,4100
72,wHo,17548071,2241
73,"Stand Still",17292203,2717
74,"You Wish You Knew",15235219,2482
75,"All That",14881679,2541
76,"LIKE I WOULD - The White Panda Remix",14604855,449
77,"Lied To",14094269,14777
78,"Icarus Interlude",13468093,2203
79,"Good Guy",13203216,2211
80,Freedun,13125151,682
81,"Dusk Till Dawn (feat. Sia) - Luca Lush Remix",12514269,289
82,"Fresh Air",11098575,1795
83,"Die For Me",10685373,230983
84,Dreamin,10471631,6613
85,"Dusk Till Dawn (feat. Sia)",9660329,3395
86,"False Starts",8965811,9937
87,"My Woman",8014442,4593
88,"Trampoline - Joel Corry Remix",7954359,384
89,"Birds On A Cloud",7273639,6504
90,Grateful,6909704,4028
91,Angel,6724034,1044
92,"How It Feels",6720931,3728
93,"Something In The Water",6580680,4242
94,"Flames - Steve Aoki Remix",6088046,400
95,"Shoot At Will",5754779,3440
96,"Concrete Kisses",5688593,4025
97,"Flames - R3HAB & Skytech VIP Remix",5620443,318
98,"LIKE I WOULD - Troyboi Remix",5568840,899
99,"The Time",5530139,3987
100,"Flames - GATTÜSO Remix",5365558,196
101,"Gates Of Hell",4930695,2734
102,"Fuchsia Sea",4826805,3149
103,"Trampoline - Dave Audé Remix",4708442,145
104,"Fire Inside",4445526,1031
105,"Flames - Frank Walker Remix",4369007,245
106,"Ignorance Ain't Bliss - Demo",3933984,3764
107,"In The Bag",3703287,3366
108,"LIKE I WOULD - Dave Audé Mix",3468475,130
109,Unf**kwitable,3428375,270
110,"Love Like This - Mura Masa Remix",2726755,432
111,"LIKE I WOULD - Oliver Nelson Remix",2720016,148
112,Gave,2677138,2941
113,"LIKE I WOULD - Lenno Remix",1642798,52
114,"EYES CLOSED (with ZAYN) - 2X",1533703,5567
115,"LIKE I WOULD - Rytmeklubben Remix",1433127,45
116,"Alienated - Demo",1225345,997
117,"LIKE I WOULD - Sharam Jey Remix",1195659,48
118,"EYES CLOSED (with ZAYN) - 0.5X",1093727,2355
119,"EYES CLOSED (with ZAYN) - BARE",949863,2700
120,"Trampoline (Joel Corry Remix) - Extended Mix",545608,52
121,"EYES CLOSED (with ZAYN) - UNVEILED",359836,1429
