Rank,"Song Title",Streams,Daily
1,"Dusk Till Dawn (feat. Sia) - Radio Edit",2189245069,669470
2,"I Don’t Wanna Live Forever (Fifty Shades Darker)",2106064717,669402
3,PILLOWTALK,1706795833,682248
4,"Trampoline (with ZAYN)",595034567,62359
5,"A Whole New World (End Title) - From ""Aladdin""",381530787,46115
6,"Let Me",358355739,53015
7,"Still Got Time (feat. PARTYNEXTDOOR)",302877626,14135
8,"LIKE I WOULD",288706623,26859
9,"fOoL fOr YoU",262919608,30498
10,Entertainer,220494540,33490
11,"There You Are",202119998,35121
12,Better,174751753,14542
13,Vibez,171477542,19698
14,"wRoNg (feat. Kehlani)",165323603,27534
15,"Good Years",162815616,8219
16,TiO,155770510,45250
17,"EYES CLOSED (with ZAYN)",146704041,336758
18,"Cruel (feat. ZAYN)",130925658,8663
19,"iT's YoU",124460203,13836
20,Flames,108552008,10773
21,Sweat,102808671,41391
22,BeFoUr,90121660,13777
23,"Back To Sleep REMIX (feat. Usher & ZAYN)",79532702,8663
24,"Love Like This",75467850,20449
25,sHe,74254829,13188
26,dRuNk,73648041,29176
27,Fingers,72142119,4886
28,"Too Much (feat. Timbaland)",71513868,5206
29,BoRdErSz,69317788,15203
30,"Dusk Till Dawn (feat. Sia) - Brooks Remix",59874113,3446
31,"rEaR vIeW",56909858,7692
32,Tightrope,53276849,11260
33,"No Candle No Light (feat. Nicki Minaj)",52524714,3282
34,"Rumors (feat. ZAYN)",50571637,9702
35,Rainberry,48637454,4465
36,Common,48518479,12105
37,"Back To Life",41888043,19899
38,Stardust,39319530,30004
39,Outside,33990233,6936
40,"What I Am",33943569,12532
41,"Sour Diesel",33063767,3714
42,lUcOzAdE,32960529,4099
43,"SHE DON'T LOVE ME",32923104,4625
44,"To Begin Again",31747164,4653
45,BLUE,30058588,3456
46,BRIGHT,29883602,3566
47,Tonight,28832045,8336
48,tRuTh,27594161,3520
49,"PILLOWTALK - the living room session",27381702,899
50,Alienated,26813986,12503
51,"Flight Of The Stars",25932100,5277
52,"MiNd Of MiNdd (Intro)",25905519,3124
53,Natural,25625255,4755
54,"Dusk Till Dawn (feat. Sia) - John ""J-C"" Carr Mix",24914797,590
55,"INTERMISSION: fLoWer",23471377,3049
56,Connexion,23063501,2580
57,Unfuckwitable,22566314,5267
58,"When Love's Around (feat. Syd)",22388380,3695
59,Calamity,21980877,2875
60,"River Road",21817700,3136
61,"Tu hai kahan (feat. ZAYN)",21339797,3131
62,"I Don't Mind",21037897,3956
63,"Talk To Me",20880827,4221
64,Insomnia,20327090,3498
65,"Un mundo ideal (Versión Créditos)",20277548,3665
66,"PILLOWTALK REMIX (feat. Lil Wayne)",20222519,1303
67,"If I Got You",20067284,4134
68,"Windowsill (feat. Devlin)",19991047,2984
69,Imprint,19958765,3698
70,Satisfaction,19114748,2813
71,Scripted,18922688,4021
72,wHo,17613934,2222
73,"Stand Still",17363421,2929
74,"Die For Me",15486542,156237
75,"You Wish You Knew",15299549,2627
76,"All That",14950322,2724
77,"LIKE I WOULD - The White Panda Remix",14617981,527
78,"Lied To",14483133,15638
79,"Icarus Interlude",13527035,2234
80,"Good Guy",13260890,2297
81,Freedun,13144166,603
82,"Dusk Till Dawn (feat. Sia) - Luca Lush Remix",12522439,271
83,"Fresh Air",11144862,1900
84,Dreamin,10643618,6528
85,"You Can't Hide / You Can't Hide From Yourself (Touch of Class GMF Remix)",9984905,533
86,"Dusk Till Dawn (feat. Sia)",9708361,875
87,"False Starts",9244108,11527
88,"My Woman",8142060,4449
89,"Trampoline - Joel Corry Remix",7964628,406
90,"Birds On A Cloud",7448813,6128
91,Grateful,7015407,4004
92,"How It Feels",6822376,3887
93,Angel,6752536,1120
94,"Something In The Water",6690640,4620
95,"Flames - Steve Aoki Remix",6098811,406
96,"Shoot At Will",5845344,3185
97,"Concrete Kisses",5790592,3441
98,"The Time",5635743,4026
99,"Flames - R3HAB & Skytech VIP Remix",5628691,330
100,"LIKE I WOULD - Troyboi Remix",5593909,937
101,"Flames - GATTÜSO Remix",5371379,184
102,"Gates Of Hell",5002543,2618
103,"Fuchsia Sea",4911510,3189
104,"Trampoline - Dave Audé Remix",4712812,147
105,"Fire Inside",4472580,991
106,"Flames - Frank Walker Remix",4375575,221
107,"Ignorance Ain't Bliss - Demo",4045305,4743
108,"In The Bag",3795104,3360
109,"LIKE I WOULD - Dave Audé Mix",3471672,98
110,Unf**kwitable,3435171,258
111,Gave,2753105,3165
112,"Love Like This - Mura Masa Remix",2739056,525
113,"LIKE I WOULD - Oliver Nelson Remix",2724694,156
114,"EYES CLOSED (with ZAYN) - 2X",1658456,3961
115,"LIKE I WOULD - Lenno Remix",1644299,60
116,Sideways,1451337,0
117,"LIKE I WOULD - Rytmeklubben Remix",1434627,56
118,"Alienated - Demo",1252713,985
119,"LIKE I WOULD - Sharam Jey Remix",1197136,68
120,"EYES CLOSED (with ZAYN) - 0.5X",1162484,2341
121,"EYES CLOSED (with ZAYN) - BARE",1038860,2846
122,"Trampoline (Joel Corry Remix) - Extended Mix",546884,49
123,"EYES CLOSED (with ZAYN) - UNVEILED",412824,3413
