Rank,"Song Title",Streams,Daily
1,"Back to You (feat. Bebe Rexha & Digital Farm Animals)",608114194,36483
2,"Just Hold On",537185771,25451
3,"Two of Us",185575207,15609
4,"Miss You",175923816,16544
5,"Always You",119962766,16926
6,"Just Like You",93500066,3932
7,Defenceless,83569582,9910
8,"Kill My Mind",81717759,6640
9,Walls,74549960,7319
10,Habit,74500937,8996
11,"Only the Brave",73963645,7442
12,"Don't Let It Break Your Heart",69273817,9126
13,"We Made It",61760057,5293
14,"Too Young",59761625,6361
15,"Bigger Than Me",54377709,9171
16,"Written All Over Your Face",54040810,16098
17,"Don't Let It Break Your Heart - Single Edit",53717237,1615
18,"Out Of My System",50520685,9931
19,Fearless,48118179,4656
20,"Perfect Now",45499032,4165
21,"Silver Tongues",39328867,9138
22,Chicago,34746343,15911
23,"Lucky Again",30203171,9901
24,"Holding On To Heartache",30198724,10604
25,"Angels Fly",26643214,8506
26,"All This Time",24490820,6097
27,"The Greatest",24150958,6657
28,"Face The Music",21291945,5435
29,Saturdays,21073150,6379
30,Headline,20471368,5566
31,"That's The Way Love Goes",18746606,4553
32,"Common People",18081709,4979
33,"She Is Beauty We Are World Class",16685720,4086
34,"Back to You (feat. Bebe Rexha & Digital Farm Animals) - Digital Farm Animals and Louis Tomlinson Re",16227274,428
35,Lemonade,15896320,46097
36,"Two of Us - Acoustic",14677816,1332
37,"Just Hold On - DVBBS Remix",12551660,315
38,"High In California",11854861,3427
39,Change,11014754,5784
40,Palaces,7681166,38283
41,Imposter,6787279,65626
42,"Miss You - Luca Schreiner Remix",5742774,212
43,"Don't Let It Break Your Heart - Piano Edit",5483685,584
44,"Dark To Light",3953597,38640
45,Sunflowers,3751206,38174
46,"Face The Music - Acoustic Demo",3341348,1111
47,"On Fire",3271089,30219
48,Sanity,3264882,33323
49,Lazy,3187645,31697
50,"Last Night",2907632,27002
51,"Jump The Gun",2818589,28874
52,"Broken Bones",2766797,26115
53,Lucid,2640487,25411
54,"All This Time / She Is Beauty We Are World Class - Live From Munich, 22 October 2023",2072702,1242
55,"The Greatest - Live From London, 17 November 2023",1935124,811
56,"Holding On To Heartache - Live From Barcelona, 6 October 2023",1719132,765
57,"Fearless - Track By Track",1570143,30
58,"Silver Tongues - Live From Krakow, 10 September 2023",1523363,871
59,"Chicago - Live From Chicago, 15 June 2023",1504306,648
60,"Face The Music - Live From Nashville, 18 July 2023",1493579,585
61,"We Made It - Live From Manila, 16 July 2022",1451956,675
62,"Written All Over Your Face - Live From Budapest, 15 September 2023",1427497,776
63,"Out Of My System - Live From Brisbane, 30 January 2024",1417122,743
64,"Fearless - Live From Rio, 27 May 2022",1402189,616
65,"Bigger Than Me - Live From Vancouver, 26 June 2023",1377529,551
66,"Saturdays - Live From Paris, 14 October 2023",1309609,746
67,"Walls - Live From Buenos Aires, 21 May 2022",1285787,664
68,"Bigger Than Me - Live from Milan",1229315,240
69,"Common People - Live From Sheffield, 10 November 2023",1190408,502
70,"Kill My Mind - Track By Track",672462,44
71,"Only the Brave - Track By Track",653200,50
72,"Defenceless - Track By Track",644967,42
73,"Don't Let It Break Your Heart - Track By Track",641749,45
74,"We Made It - Track By Track",568123,42
75,"Two of Us - Track By Track",566490,49
76,"Too Young - Track By Track",565300,32
77,"Perfect Now - Track By Track",534051,38
78,"Always You - Track By Track",521655,41
79,"Habit - Track By Track",520124,41
80,"Walls - Track By Track",508686,38
