Rank,"Song Title",Streams,Daily
1,Stargazing,1094729732,912081
2,"Nice To Meet You",350301118,394134
3,Solo,210863255,86283
4,"My Home",158556689,117685
5,"Wait For You",113153544,169563
6,"Blink Twice",88572401,130296
7,"Sweet Love",59464351,50273
8,"Stay (If You Wanna Dance)",55317157,415525
9,"Sweater Weather",43939886,18533
10,River,41951911,21072
11,Gold,40279966,79559
12,Whisper,32293710,20501
13,"Betting on Us",24528174,11692
14,"Stargazing - Moonlight Version",24382188,20967
15,"Nice To Meet You (feat. Lainey Wilson)",23448653,30311
16,"Drive Safe",22917605,301291
17,Behind,20819007,15015
18,Waste,15106113,14422
19,"My First Heartbreak",11058353,12525
20,3am,10907506,13987
21,"Sweet Love - Acoustic",9962611,13266
22,"My Home - Acoustic",9961548,3769
23,"Memories (I Don't Have)",9878016,5524
24,"Little By Little",7814464,8813
25,Dreamers,4603670,9466
26,"Made For Me",4337889,7162
27,"Solo - Acoustic",3559897,1151
28,"Solo - Piano Version",3307123,999
29,"Someone New",2539645,7228
30,"Nice To Meet You - Mistletoe Version",2312143,879
31,"Stargazing - Acoustic",2307009,3806
32,"All My Life",2302925,6896
33,"Nice To Meet You - Acoustic",2002464,1725
34,"BIRDS OF A FEATHER - Acoustic",1929057,6028
35,"Stargazing - Live from Manchester",1554450,891
36,"Betting on Us - Acoustic",1551706,831
37,"Nice To Meet You (feat. Myles Smith) - Sped Up",1141713,4002
38,"River - Acoustic",1106979,547
39,"Gold - Acoustic",964747,3002
40,"Nice To Meet You - Live from Chicago",961085,1413
41,"Behind - Acoustic",726348,362
42,"Nice To Meet You (feat. Myles Smith) - Slowed Down",209155,606
43,"Stargazing - Live at Eventim Apollo",182077,819
