Rank,"Song Title",Streams,Daily
1,"Back to You (feat. Bebe Rexha & Digital Farm Animals)",606587117,43771
2,"*Just Hold On",536091406,32903
3,"Two of Us",184895429,19800
4,"Miss You",175208739,21605
5,"Always You",119232461,21754
6,"Just Like You",93318063,5866
7,Defenceless,83124131,14150
8,"Kill My Mind",81408888,9209
9,Walls,74222033,9872
10,Habit,74109574,12572
11,"Only the Brave",73632637,11143
12,"Don't Let It Break Your Heart",68858862,13386
13,"We Made It",61516945,7227
14,"Too Young",59451876,10868
15,"Bigger Than Me",53920138,14413
16,"Don't Let It Break Your Heart - Single Edit",53650548,2014
17,"Written All Over Your Face",53169660,22101
18,"Out Of My System",50012428,15310
19,Fearless,47904721,6410
20,"Perfect Now",45311191,6054
21,"Silver Tongues",38849875,16041
22,Chicago,33874094,21450
23,"Holding On To Heartache",29658352,15816
24,"Lucky Again",29535433,16349
25,"Angels Fly",26214203,12353
26,"All This Time",24164399,9333
27,"The Greatest",23779514,9237
28,"Face The Music",21002034,7424
29,Saturdays,20698083,8815
30,Headline,20187030,7295
31,"That's The Way Love Goes",18526778,6337
32,"Common People",17835009,7251
33,"She Is Beauty We Are World Class",16474346,5627
34,"Two of Us - Acoustic",14623061,1724
35,"*Just Hold On - DVBBS Remix",12537448,353
36,Lemonade,12053213,54414
37,"High In California",11665897,6214
38,Change,10722345,8104
39,"Miss You - Luca Schreiner Remix",5733551,270
40,"Don't Let It Break Your Heart - Piano Edit",5459149,866
41,Palaces,4031365,50523
42,"Face The Music - Acoustic Demo",3288665,1642
43,"All This Time / She Is Beauty We Are World Class - Live From Munich 22 October 2023",2006835,2430
44,"The Greatest - Live From London 17 November 2023",1897124,1395
45,"Holding On To Heartache - Live From Barcelona 6 October 2023",1683549,1461
46,"Fearless - Track By Track",1568665,52
47,"Silver Tongues - Live From Krakow 10 September 2023",1481541,1231
48,"Chicago - Live From Chicago 15 June 2023",1473748,1147
49,"Face The Music - Live From Nashville 18 July 2023",1465280,1141
50,"We Made It - Live From Manila 16 July 2022",1417281,1184
51,"Written All Over Your Face - Live From Budapest 15 September 2023",1390234,1108
52,"Out Of My System - Live From Brisbane 30 January 2024",1380789,1118
53,"Fearless - Live From Rio 27 May 2022",1374786,1049
54,"Bigger Than Me - Live From Vancouver 26 June 2023",1351034,1063
55,"Saturdays - Live From Paris 14 October 2023",1274936,1055
56,"Walls - Live From Buenos Aires 21 May 2022",1253464,1110
57,"Bigger Than Me - Live from Milan",1218443,369
58,"Common People - Live From Sheffield 10 November 2023",1168568,881
59,"Kill My Mind - Track By Track",670147,74
60,"Only the Brave - Track By Track",651047,74
61,"Defenceless - Track By Track",643105,60
62,"Don't Let It Break Your Heart - Track By Track",639536,72
63,"We Made It - Track By Track",566242,62
64,"Two of Us - Track By Track",564386,67
65,"Too Young - Track By Track",563660,57
66,"Perfect Now - Track By Track",532227,58
67,"Always You - Track By Track",519772,67
68,"Habit - Track By Track",518271,59
69,"Walls - Track By Track",506796,63
