Rank,"Song Title",Streams,Daily
1,"Strip That Down (feat. Quavo)",1115366118,134423
2,"For You (With Rita Ora)",555855776,116323
3,"Polaroid (With Jonas Blue & Lennon Stella)",447415853,50564
4,"Familiar (With J. Balvin)",298851391,22639
5,"Get Low (With Zedd)",221262020,14558
6,"Midnight (feat. Liam Payne)",216835849,18243
7,"Bedroom Floor",184047087,12066
8,"Stack It Up (feat. A Boogie Wit da Hoodie)",122369094,13820
9,"All I Want (For Christmas)",99314081,2345
10,"Naughty List (with Dixie)",70409591,1339
11,"Strip That Down - Acoustic",63225382,3361
12,"Live Forever (With Cheat Codes)",58116196,4301
13,"First Time",42179143,1476
14,"Sunshine - From the Motion Picture “Ron’s Gone Wrong”",29952619,6746
15,Teardrops,27783450,13710
16,Remember,27363347,10750
17,"Polaroid - Acoustic",25400114,1580
18,"Strip That Down - Nevada Remix",15919287,1150
19,"Depend On It",13383976,2203
20,Slow,13108573,2768
21,"Let It Snow, Let It Snow, Let It Snow",12866800,159
22,"Heart Meet Break",10714354,2220
23,"Home With You",9984524,1955
24,"Stack It Up - Acoustic",9650601,459
25,"Say It All",7561321,2936
26,"Tell Your Friends",7262529,1409
27,"You & I - Big Payno Remix",7217792,340
28,"Drag Me Down (feat. LunchMoney Lewis) - Big Payno x AFTERHRS Remix",6871500,699
29,Weekend,6794858,1256
30,"Hips Don't Lie",6718192,1279
31,"Both Ways",5790978,1127
32,"Bedroom Floor - Cash Cash Remix",5510531,237
33,"Polaroid - R3HAB Remix",5289293,144
34,"Rude Hours",5168211,954
35,"Steal My Girl - Big Payno & Afterhrs Pool Party Remix",4428105,244
36,"Midnight (feat. Liam Payne) (Rompasso Remix)",3710800,193
37,"Bedroom Floor - Acoustic",3644953,260
38,"Get Low - KUURO Remix",3015667,103
39,"Teardrops - Acoustic",2592930,1327
40,"Midnight (feat. Liam Payne) (Jack Wins Remix)",2147637,148
41,"Polaroid - CID & Jonas Blue Remix",1658766,43
42,"Bedroom Floor - NSG Remix",1487179,63
43,"Midnight (feat. Liam Payne) (Alesso & ESH Remix)",1480792,94
44,"Polaroid - Zac Samuel Remix",1180256,98
45,"Midnight (feat. Liam Payne) (Vicetone Remix)",949421,187
46,"Live Forever (With Cheat Codes) - R3HAB Remix",802589,87
47,"Midnight - Sylvain Armand & Kiko Franco Remix",722475,50
48,"Sunshine - From the Motion Picture “Ron’s Gone Wrong” / Acoustic",684567,190
49,"Sunshine - From the Motion Picture “Ron’s Gone Wrong’’ (Billen Ted Remix)",545673,93
50,"Bedroom Floor - London On Da Track Remix",542237,45
51,"Polaroid - HUGEL Remix",538137,44
52,"Polaroid - Nolan van Lith Remix",283140,28
53,"Live Forever (with Cheat Codes) - 99 Souls Remix",273826,40
54,"Live Forever (With Cheat Codes) - Mahalo Remix",259450,38
55,"Live Forever (With Cheat Codes) - Dee Swan & Gregatron Remix",214571,27
56,"I Don't Care - Payno Vs. Afterhrs Remix",198548,5
57,"Midnight (feat. Liam Payne) (Magnificence Remix)",189050,26
