Rank,"Song Title",Streams,Daily
1,"As It Was",4293048336,1584331
2,"Watermelon Sugar",3225843388,866254
3,"Sign of the Times",2070621814,1014970
4,"Adore You",2032023654,871413
5,Falling,1533711930,618148
6,"Late Night Talking",1162622035,376662
7,Golden,1046048781,262322
8,Matilda,741809447,703043
9,"Lights Up",741731851,101249
10,"Fine Line",709646233,460367
11,"Sweet Creature",678899302,101184
12,Kiwi,598763807,106173
13,Satellite,573848022,309304
14,"Music For a Sushi Restaurant",487212321,202961
15,"Little Freak",464068126,166590
16,Daylight,456504657,122974
17,"Keep Driving",422438680,119679
18,Cherry,419758110,127818
19,"From the Dining Table",407027081,102675
20,She,383186934,85702
21,"Two Ghosts",372224154,88226
22,"Love Of My Life",361714395,94268
23,"Sunflower, Vol. 6",344200770,98867
24,"Girl Crush - Recorded at Metropolis Studios, London",319620982,58805
25,Grapejuice,290385937,105076
26,"To Be So Lonely",286585228,78805
27,Cinema,284575908,190695
28,Daydreaming,284252898,153681
29,"Meet Me in the Hallway",260945209,53611
30,Woman,256693497,64552
31,"Canyon Moon",244337267,73175
32,Carolina,242745389,59492
33,"Only Angel",232522848,65388
34,"Treat People With Kindness",224676283,54656
35,"Ever Since New York",210251399,60129
36,Boyfriends,194155117,59936
37,Aperture,121891635,2854135
38,"Two Ghosts - Recorded at Metropolis Studios, London",60066460,7997
39,"American Girls",17853180,0
40,"Ready, Steady, Go!",12861754,0
41,"Taste Back",12286873,0
42,"Are You Listening Yet?",11930870,0
43,"Coming Up Roses",11802976,0
44,Pop,10759371,0
45,"The Waiting Game",10618264,0
46,"Season 2 Weight Loss",10311445,0
47,"Dance No More",9669498,0
48,"Carla's Song",8664657,0
49,"Paint By Numbers",8319916,0
