Rank,"Song Title",Streams,Daily
1,"This Town",1192563349,236144
2,"Slow Hands",1068221210,100844
3,"What A Time",882728680,131830
4,"Too Much To Ask",531733299,35048
5,"Nice To Meet Ya",371682879,42133
6,"Moral of the Story (feat. Niall Horan) (Bonus Track)",348316052,39145
7,"Put A Little Love On Me",323526509,39550
8,Heaven,310934236,64866
9,"Black And White",297838443,36107
10,"Our Song",275286429,41520
11,"No Judgement",207357936,12114
12,"Seeing Blind",178891343,15789
13,Flicker,160719558,18116
14,"On The Loose",117512758,11959
15,Meltdown,92637744,18970
16,Still,87659954,20407
17,"Heartbreak Weather",81845923,22660
18,"Slow Hands - Acoustic",76981187,5715
19,"Fool's Gold - Recorded At RAK Studios, London",67715566,5404
20,"Small Talk",63542600,20330
21,"Paper Houses",63462895,5940
22,Mirrors,55444491,6869
23,Everywhere,53327485,13506
24,"The Show",49166316,19828
25,"Too Much To Ask - Acoustic",43266994,2958
26,"Finally Free - From ""Smallfoot""",42380186,4623
27,"Dear Patience",42326037,5525
28,"Since We're Alone",42294662,4843
29,"Fire Away",38910438,4268
30,"Cross Your Mind",38797052,10748
31,"Everywhere (BBC Children In Need)",37751793,4087
32,"On My Own",37218858,3728
33,"Arms Of A Stranger",34928596,6023
34,"You And Me",34678648,3211
35,"Must Be Love",34235253,24824
36,"San Francisco",31894224,5224
37,"Bend The Rules",31742319,6412
38,"The Tide",31740489,2757
39,"New Angel",29664318,6441
40,"You Could Start A Cult (with Lizzy McAlpine)",25970852,10161
41,"If You Leave Me",25294747,10133
42,Science,23563364,7779
43,"Lover - Recorded at Air Studios, London",22897533,2454
44,"You Could Start A Cult",22006352,5212
45,"Never Grow Up",22000443,9075
46,"This Town - Tiёsto Remix",21963164,592
47,"Save My Life",20798756,8746
48,"On A Night Like Tonight",20262130,8352
49,"Nice To Meet Ya - Diplo Remix",17241365,918
50,"Drive Safe",16409441,327917
51,"So Long feat. The RTÉ Concert Orchestra - Live",14611829,1884
52,"So Long - Live",14607893,2890
53,"Slow Hands - Basic Tape Remix",14354927,665
54,"Black And White - Stripped",13834779,2161
55,"Heaven - Acoustic",10725997,1907
56,"Something In The Orange - Live From Spotify Studios",10475266,4987
57,"On The Loose - Alternate Version",10386628,629
58,"This Town - Live, 1 Mic 1 Take",9929102,665
59,"Flicker feat. The RTÉ Concert Orchestra - Live",8154792,659
60,"Flicker - Live",8153455,854
61,"This Town feat. The RTÉ Concert Orchestra - Live",7993571,630
62,"This Town - Live",7992302,897
63,"Our Song - Acoustic",7614027,3942
64,"Too Much To Ask - Recorded At RAK Studios, London",6783575,298
65,"Paper Houses feat. The RTÉ Concert Orchestra - Live",6750054,462
66,"Paper Houses - Live",6749127,613
67,"On The Loose - Basic Tape Remix",6709407,192
68,"The Tide feat. The RTÉ Concert Orchestra - Live",5994630,397
69,"The Tide - Live",5993861,607
70,"The Show (with John Legend)",5790189,1385
71,"Old Tricks",5661499,13095
72,"You And Me feat. The RTÉ Concert Orchestra - Live",5395009,373
73,"You And Me - Live",5394276,498
74,"On The Loose - Acoustic",5367465,441
75,"No Judgement - Acoustic",5043444,631
76,"Too Much To Ask - Cedric Gervais Remix",4914007,119
77,"If You Leave Me / Everybody Wants To Rule The World - Live From Electric Picnic",4487252,1669
78,"Our Song - Luca Schreiner Remix",3765939,210
79,"Nice To Meet Ya - Stripped",3657225,547
80,Dress,3379181,3277
81,"Meltdown - Acoustic",3299552,708
82,Nothing,3138442,3389
83,"You Could Start A Cult - Live from Spotify Studios",2840739,1063
84,"Too Much To Ask feat. The RTÉ Concert Orchestra - Live",2761510,324
85,"Fire Away feat. The RTÉ Concert Orchestra - Live",2733900,405
86,"No Judgement - Steve Void Remix",2424370,70
87,"Slow Hands - Jay Pryor Remix",2390254,112
88,"Seeing Blind feat. The RTÉ Concert Orchestra - Live",2359708,281
89,"This Town - Cheat Codes Remix",2182897,63
90,"No Judgement - Recorded Live at Air Studios, London",1943377,428
91,"Small Talk - Live From Madison Square Garden",1934257,923
92,"Black And White - Oliver Nelson Remix",1816190,66
93,"On The Loose - slenderbodies Remix",1755817,65
94,"Science - Live From Spotify Studios",1549790,554
95,"This Town - GOLDHOUSE Remix",1518450,58
96,"Heaven - Live From Madison Square Garden",1453805,609
97,"Too Much To Ask - TRU Concept Remix",1283549,78
98,"This Town - Live From Madison Square Garden",1150658,598
99,"This Town - Live from Spotify Studios",1113724,412
100,"Meltdown - Stripped",1066441,450
101,"Still - Live From Madison Square Garden",1009798,566
102,"This Town - Nikö Blank Remix",989254,146
103,"Our Song - Just Kiddin Remix",902639,78
104,"This Town - Cabo San Remix",899306,32
105,"Slow Hands - Live From Madison Square Garden",858544,416
106,"Heaven - Live from Spotify Studios",846388,258
107,"Black And White - Live From Madison Square Garden",824552,488
108,"On A Night Like Tonight - Live From Madison Square Garden",811905,397
109,"Heaven - Live From Electric Picnic",808929,273
110,"Small Talk - Live at the Royal Albert Hall",803489,557
111,"Science - Live From Madison Square Garden",782059,441
112,"If You Leave Me - Live From Madison Square Garden",763258,351
113,"San Francisco - Live From Madison Square Garden",748668,390
114,"The Show - Live from Spotify Studios",740832,266
115,"Our Song - Moka Nola Remix",726229,38
116,"Save My Life - Live from Electric Picnic",722245,271
117,"On A Night Like Tonight - Live",703195,277
118,"Slow Hands - Live from Spotify Studios",646008,187
119,"Black And White - Live from Spotify Studios",645664,240
120,"Nice To Meet Ya - Live From Łódź",639307,309
121,"Flicker - Live from Spotify Studios",619141,219
122,"On A Night Like Tonight - Live from Spotify Studios",558787,222
123,"Heartbreak Weather - Live From Dublin",523510,297
124,"Put A Little Love On Me - Live From Paris",514995,316
125,"On The Loose - Live From Dusseldorf",496634,262
126,"Cross Your Mind - Live From Milan",490811,291
127,"Meltdown - Live from Spotify Studios",475764,205
128,"Dear Patience - Live at the Royal Albert Hall",457926,467
129,"You Could Start A Cult - Live From Tokyo",455228,272
130,"Put A Little Love On Me - Live from Vevo",418353,402
131,"Flicker - Live From London",397008,276
132,"Dear Patience - Live From Melbourne",383163,276
133,"Save My Life - Live From Tampa",368780,244
134,"Paper Houses - Live From Oslo",359514,262
