Rank,"Song Title",Streams,Daily,"Streams Vortag","Diff. Streams","Daily Vortag","Diff. Daily"
1,"This Town",1191229550,276704,,,,
2,"Slow Hands",1067602151,127886,,,,
3,"What A Time",881970644,156969,,,,
4,"Too Much To Ask",531520053,44163,,,,
5,"Nice To Meet Ya",371489732,38114,,,,
6,"Moral of the Story (feat. Niall Horan) (Bonus Track)",348095407,47886,,,,
7,"Put A Little Love On Me",323300668,46641,,,,
8,Heaven,310551761,80365,,,,
9,"Black And White",297653418,40784,,,,
10,"Our Song",275044430,50331,,,,
11,"No Judgement",207276688,15240,,,,
12,"Seeing Blind",178797085,24842,,,,
13,Flicker,160612140,21845,,,,
14,"On The Loose",117437307,17106,,,,
15,Meltdown,92541599,18953,,,,
16,Still,87549801,24222,,,,
17,"Heartbreak Weather",81732900,20237,,,,
18,"Slow Hands - Acoustic",76944725,7820,,,,
19,"Fool's Gold - Recorded At RAK Studios, London",67682968,7048,,,,
20,"Small Talk",63438518,18895,,,,
21,"Paper Houses",63426904,7923,,,,
22,Mirrors,55401092,9134,,,,
23,Everywhere,53260236,15266,,,,
24,"The Show",49066859,18843,,,,
25,"Too Much To Ask - Acoustic",43246419,4213,,,,
26,"Finally Free - From ""Smallfoot""",42353911,5566,,,,
27,"Dear Patience",42288768,7879,,,,
28,"Since We're Alone",42262493,8240,,,,
29,"Fire Away",38884958,5899,,,,
30,"Cross Your Mind",38746607,10697,,,,
31,"Everywhere (BBC Children In Need)",37726359,5346,,,,
32,"On My Own",37195370,5421,,,,
33,"Arms Of A Stranger",34895311,6910,,,,
34,"You And Me",34658521,4582,,,,
35,"Must Be Love",34115721,22416,,,,
36,"San Francisco",31864285,7189,,,,
37,"The Tide",31722406,4172,,,,
38,"Bend The Rules",31709463,5900,,,,
39,"New Angel",29633340,6949,,,,
40,"You Could Start A Cult (with Lizzy McAlpine)",25912689,12976,,,,
41,"If You Leave Me",25248820,9418,,,,
42,Science,23517550,11065,,,,
43,"Lover - Recorded at Air Studios, London",22881984,3570,,,,
44,"You Could Start A Cult",21973924,7589,,,,
45,"This Town - Tiёsto Remix",21959538,716,,,,
46,"Never Grow Up",21957932,8362,,,,
47,"Save My Life",20758350,10001,,,,
48,"On A Night Like Tonight",20228727,7073,,,,
49,"Nice To Meet Ya - Diplo Remix",17235812,1125,,,,
50,"So Long feat. The RTÉ Concert Orchestra - Live",14599189,2857,,,,
51,"So Long - Live",14596332,2379,,,,
52,"Drive Safe",14464025,462462,,,,
53,"Slow Hands - Basic Tape Remix",14350632,1087,,,,
54,"Black And White - Stripped",13822118,2880,,,,
55,"Heaven - Acoustic",10715745,2074,,,,
56,"Something In The Orange - Live From Spotify Studios",10447678,5733,,,,
57,"On The Loose - Alternate Version",10382771,732,,,,
58,"This Town - Live, 1 Mic 1 Take",9925077,794,,,,
59,"Flicker feat. The RTÉ Concert Orchestra - Live",8150909,870,,,,
60,"Flicker - Live",8150039,802,,,,
61,"This Town feat. The RTÉ Concert Orchestra - Live",7989587,876,,,,
62,"This Town - Live",7988711,895,,,,
63,"Our Song - Acoustic",7594797,3618,,,,
64,"Too Much To Ask - Recorded At RAK Studios, London",6781786,410,,,,
65,"Paper Houses feat. The RTÉ Concert Orchestra - Live",6747328,656,,,,
66,"Paper Houses - Live",6746672,559,,,,
67,"On The Loose - Basic Tape Remix",6708253,219,,,,
68,"The Tide feat. The RTÉ Concert Orchestra - Live",5992018,587,,,,
69,"The Tide - Live",5991431,487,,,,
70,"The Show (with John Legend)",5782132,1841,,,,
71,"Old Tricks",5583163,17468,,,,
72,"You And Me feat. The RTÉ Concert Orchestra - Live",5392729,448,,,,
73,"You And Me - Live",5392281,417,,,,
74,"On The Loose - Acoustic",5365028,480,,,,
75,"No Judgement - Acoustic",5039545,898,,,,
76,"Too Much To Ask - Cedric Gervais Remix",4913198,158,,,,
77,"If You Leave Me / Everybody Wants To Rule The World - Live From Electric Picnic",4476004,2436,,,,
78,"Our Song - Luca Schreiner Remix",3764567,265,,,,
79,"Nice To Meet Ya - Stripped",3653767,745,,,,
80,Dress,3358786,4400,,,,
81,"Meltdown - Acoustic",3295213,989,,,,
82,Nothing,3114742,4976,,,,
83,"You Could Start A Cult - Live from Spotify Studios",2834640,1314,,,,
84,"Too Much To Ask feat. The RTÉ Concert Orchestra - Live",2759556,443,,,,
85,"Fire Away feat. The RTÉ Concert Orchestra - Live",2731761,476,,,,
86,"No Judgement - Steve Void Remix",2423995,78,,,,
87,"Slow Hands - Jay Pryor Remix",2389573,120,,,,
88,"Seeing Blind feat. The RTÉ Concert Orchestra - Live",2358074,406,,,,
89,"This Town - Cheat Codes Remix",2182555,85,,,,
90,"No Judgement - Recorded Live at Air Studios, London",1940676,602,,,,
91,"Small Talk - Live From Madison Square Garden",1928326,1266,,,,
92,"Black And White - Oliver Nelson Remix",1815780,100,,,,
93,"On The Loose - slenderbodies Remix",1755446,75,,,,
94,"Science - Live From Spotify Studios",1545870,856,,,,
95,"This Town - GOLDHOUSE Remix",1518190,55,,,,
96,"Heaven - Live From Madison Square Garden",1449964,843,,,,
97,"Too Much To Ask - TRU Concept Remix",1282997,120,,,,
98,"This Town - Live From Madison Square Garden",1146789,803,,,,
99,"This Town - Live from Spotify Studios",1111759,403,,,,
100,"Meltdown - Stripped",1064155,535,,,,
101,"Still - Live From Madison Square Garden",1006304,724,,,,
102,"This Town - Nikö Blank Remix",988526,86,,,,
103,"Our Song - Just Kiddin Remix",902141,96,,,,
104,"This Town - Cabo San Remix",899078,44,,,,
105,"Slow Hands - Live From Madison Square Garden",855826,618,,,,
106,"Heaven - Live from Spotify Studios",844859,362,,,,
107,"Black And White - Live From Madison Square Garden",821564,619,,,,
108,"On A Night Like Tonight - Live From Madison Square Garden",809302,539,,,,
109,"Heaven - Live From Electric Picnic",807407,341,,,,
110,"Small Talk - Live at the Royal Albert Hall",799984,769,,,,
111,"Science - Live From Madison Square Garden",779428,593,,,,
112,"If You Leave Me - Live From Madison Square Garden",760706,549,,,,
113,"San Francisco - Live From Madison Square Garden",746121,586,,,,
114,"The Show - Live from Spotify Studios",739481,275,,,,
115,"Our Song - Moka Nola Remix",726012,41,,,,
116,"Save My Life - Live from Electric Picnic",720706,344,,,,
117,"On A Night Like Tonight - Live",701578,359,,,,
118,"Slow Hands - Live from Spotify Studios",644832,232,,,,
119,"Black And White - Live from Spotify Studios",644193,354,,,,
120,"Nice To Meet Ya - Live From Łódź",637289,417,,,,
121,"Flicker - Live from Spotify Studios",617792,315,,,,
122,"On A Night Like Tonight - Live from Spotify Studios",557629,251,,,,
123,"Heartbreak Weather - Live From Dublin",521619,385,,,,
124,"Put A Little Love On Me - Live From Paris",513141,443,,,,
125,"On The Loose - Live From Dusseldorf",494947,366,,,,
126,"Cross Your Mind - Live From Milan",488959,418,,,,
127,"Meltdown - Live from Spotify Studios",474577,284,,,,
128,"Dear Patience - Live at the Royal Albert Hall",455138,574,,,,
129,"You Could Start A Cult - Live From Tokyo",453604,317,,,,
130,"Put A Little Love On Me - Live from Vevo",415800,530,,,,
131,"Flicker - Live From London",395258,384,,,,
132,"Dear Patience - Live From Melbourne",381469,352,,,,
133,"Save My Life - Live From Tampa",367126,337,,,,
134,"Paper Houses - Live From Oslo",357911,360,,,,
