Rank,Song Title,Streams,Daily
1,Dusk Till Dawn (feat. Sia) - Radio Edit,2142094370,667623
2,I Don’t Wanna Live Forever (Fifty Shades Darker),2060626572,651916
3,PILLOWTALK,1660766597,686729
4,* Trampoline (with ZAYN),590560038,67981
5,"A Whole New World (End Title) - From ""Aladdin""",378228794,53272
6,Let Me,354585872,55114
7,Still Got Time (feat. PARTYNEXTDOOR),301915314,16089
8,LIKE I WOULD,286759416,33227
9,fOoL fOr YoU,260715139,39001
10,Entertainer,218123812,37032
11,There You Are,199839711,34086
12,Better,173726179,17546
13,Vibez,170171021,23716
14,wRoNg (feat. Kehlani),163431703,31611
15,Good Years,162231245,10392
16,TiO,152664808,44941
17,* Cruel (feat. ZAYN),130202539,7263
18,iT's YoU,123374066,21116
19,* EYES CLOSED (with ZAYN),120577385,541630
20,* Flames,107936263,9276
21,Sweat,99754425,47055
22,BeFoUr,89114594,18802
23,* Back To Sleep REMIX (feat. Usher & ZAYN),78921702,9323
24,Love Like This,74136783,21265
25,sHe,73188361,22650
26,Fingers,71818436,5806
27,dRuNk,71341600,31580
28,Too Much (feat. Timbaland),71142663,6573
29,BoRdErSz,68065389,25071
30,Dusk Till Dawn (feat. Sia) - Brooks Remix,59653843,3292
31,rEaR vIeW,56321230,11805
32,Tightrope,52482102,14257
33,No Candle No Light (feat. Nicki Minaj),52294682,4387
34,* Rumors (feat. ZAYN),49900555,9913
35,Rainberry,48321771,6316
36,Common,47643836,13830
37,Back To Life,40592048,19678
38,Stardust,37244021,35100
39,Outside,33492714,9111
40,What I Am,32900712,20511
41,Sour Diesel,32795657,5236
42,lUcOzAdE,32638573,6641
43,SHE DON'T LOVE ME,32573001,7192
44,* To Begin Again,31430572,5254
45,BLUE,29792699,5610
46,BRIGHT,29604423,5555
47,Tonight,28302691,8936
48,PILLOWTALK - the living room session,27322405,975
49,tRuTh,27316552,6107
50,Alienated,25791382,19805
51,MiNd Of MiNdd (Intro),25670025,5070
52,Flight Of The Stars,25545953,7152
53,Natural,25294487,6608
54,"Dusk Till Dawn (feat. Sia) - John ""J-C"" Carr Mix",24872181,660
55,INTERMISSION: fLoWer,23244229,4720
56,Connexion,22874803,3723
57,Unfuckwitable,22192962,7318
58,When Love's Around (feat. Syd),22137625,4564
59,Calamity,21734609,6574
60,River Road,21586336,4618
61,* Tu hai kahan (feat. ZAYN),21123991,3898
62,I Don't Mind,20745154,5084
63,Talk To Me,20598709,5278
64,PILLOWTALK REMIX (feat. Lil Wayne),20132621,1579
65,Insomnia,20068535,4962
66,Un mundo ideal (Versión Créditos),20015615,4395
67,If I Got You,19782925,5273
68,Windowsill (feat. Devlin),19774486,4095
69,Imprint,19699891,4743
70,Satisfaction,18907559,3895
71,Scripted,18573450,8773
72,wHo,17415205,3351
73,Stand Still,17154223,4058
74,You Wish You Knew,15113368,3825
75,All That,14753263,3600
76,LIKE I WOULD - The White Panda Remix,14586150,548
77,Icarus Interlude,13357480,3292
78,Lied To,13328672,23020
79,* Freedun,13093558,696
80,Good Guy,13092437,3222
81,Dusk Till Dawn (feat. Sia) - Luca Lush Remix,12502606,296
82,Fresh Air,11010302,2621
83,Dreamin,10080972,12777
84,Dusk Till Dawn (feat. Sia),9520104,2444
85,False Starts,8439381,12129
86,* Trampoline - Joel Corry Remix,7936249,376
87,My Woman,7745493,8001
88,Birds On A Cloud,6884498,12560
89,Grateful,6685450,6554
90,* Angel,6673922,1251
91,How It Feels,6515341,5576
92,Something In The Water,6367943,6081
93,* Flames - Steve Aoki Remix,6070876,504
94,* Flames - R3HAB & Skytech VIP Remix,5607220,399
95,Shoot At Will,5563453,5477
96,LIKE I WOULD - Troyboi Remix,5529722,1064
97,Concrete Kisses,5449025,7630
98,* Flames - GATTÜSO Remix,5356262,256
99,The Time,5298945,5901
100,Gates Of Hell,4743032,7261
101,* Trampoline - Dave Audé Remix,4701728,186
102,Fuchsia Sea,4655395,4773
103,* Fire Inside,4400514,859
104,* Flames - Frank Walker Remix,4359179,260
105,Ignorance Ain't Bliss - Demo,3699035,7265
106,In The Bag,3493741,6477
107,LIKE I WOULD - Dave Audé Mix,3463576,129
108,Unf**kwitable,3415762,342
109,LIKE I WOULD - Oliver Nelson Remix,2712394,232
110,Love Like This - Mura Masa Remix,2706650,531
111,Gave,2514950,4131
112,LIKE I WOULD - Lenno Remix,1640162,73
113,LIKE I WOULD - Rytmeklubben Remix,1430428,94
114,* EYES CLOSED (with ZAYN) - 2X,1334905,5897
115,LIKE I WOULD - Sharam Jey Remix,1193075,62
116,Alienated - Demo,1166796,1688
117,* EYES CLOSED (with ZAYN) - 0.5X,974178,3706
118,* EYES CLOSED (with ZAYN) - BARE,812155,4235
119,* Trampoline (Joel Corry Remix) - Extended Mix,542888,46
120,* EYES CLOSED (with ZAYN) - UNVEILED,292512,3146
