Rank,Song Title,Streams,Daily
1,Back to You (feat. Bebe Rexha & Digital Farm Animals),606236943,35997
2,* Just Hold On,535828181,24068
3,Two of Us,184737029,14979
4,Miss You,175035894,16038
5,Always You,119058424,15951
6,Just Like You,93271132,4310
7,Defenceless,83010924,9904
8,Kill My Mind,81335212,6451
9,Walls,74143057,7183
10,Habit,74008998,8734
11,Only the Brave,73543486,8157
12,Don't Let It Break Your Heart,68751768,9862
13,We Made It,61459129,5120
14,Too Young,59364925,8217
15,Bigger Than Me,53804832,10233
16,Don't Let It Break Your Heart - Single Edit,53634435,1614
17,Written All Over Your Face,52992847,15015
18,Out Of My System,49889948,10526
19,Fearless,47853438,4626
20,Perfect Now,45262756,4234
21,Silver Tongues,38721542,10991
22,Chicago,33702492,14431
23,Holding On To Heartache,29531823,11172
24,Lucky Again,29404636,10801
25,Angels Fly,26115372,8508
26,All This Time,24089735,6511
27,The Greatest,23705612,5734
28,Face The Music,20942635,5267
29,Saturdays,20627556,5968
30,Headline,20128664,4990
31,That's The Way Love Goes,18476081,4536
32,Common People,17776996,4960
33,She Is Beauty We Are World Class,16429330,3789
34,Two of Us - Acoustic,14609267,1392
35,* Just Hold On - DVBBS Remix,12534975,298
36,Lemonade,11617894,39945
37,High In California,11616178,4246
38,Change,10657510,5752
39,Miss You - Luca Schreiner Remix,5731389,222
40,Don't Let It Break Your Heart - Piano Edit,5452214,662
41,Palaces,3627178,28349
42,Face The Music - Acoustic Demo,3275525,1213
43,All This Time / She Is Beauty We Are World Class - Live From Munich 22 October 2023,1987391,1645
44,The Greatest - Live From London 17 November 2023,1885964,1032
45,Holding On To Heartache - Live From Barcelona 6 October 2023,1671856,1034
46,Fearless - Track By Track,1568242,35
47,Silver Tongues - Live From Krakow 10 September 2023,1471693,926
48,Chicago - Live From Chicago 15 June 2023,1464567,854
49,Face The Music - Live From Nashville 18 July 2023,1456152,788
50,We Made It - Live From Manila 16 July 2022,1407803,879
51,Written All Over Your Face - Live From Budapest 15 September 2023,1381364,789
52,Out Of My System - Live From Brisbane 30 January 2024,1371845,842
53,Fearless - Live From Rio 27 May 2022,1366389,802
54,Bigger Than Me - Live From Vancouver 26 June 2023,1342526,751
55,Saturdays - Live From Paris 14 October 2023,1266490,785
56,Walls - Live From Buenos Aires 21 May 2022,1244580,820
57,Bigger Than Me - Live from Milan,1215488,287
58,Common People - Live From Sheffield 10 November 2023,1161514,659
59,Kill My Mind - Track By Track,669555,46
60,Only the Brave - Track By Track,650449,51
61,Defenceless - Track By Track,642622,42
62,Don't Let It Break Your Heart - Track By Track,638956,46
63,We Made It - Track By Track,565741,40
64,Two of Us - Track By Track,563846,42
65,Too Young - Track By Track,563200,41
66,Perfect Now - Track By Track,531760,43
67,Always You - Track By Track,519236,50
68,Habit - Track By Track,517793,43
69,Walls - Track By Track,506292,44
