Rank,Song Title,Streams,Daily
1,Night Changes,2479797906,1106095
2,Story of My Life,1873385059,691268
3,What Makes You Beautiful,1817997677,775636
4,Drag Me Down,1375528784,336069
5,Perfect,1218064135,526367
6,Steal My Girl,1190147038,587048
7,18,921331176,415850
8,You & I,847594990,424758
9,Best Song Ever,771087069,289970
10,Little Things,713226940,114126
11,History,669011304,102153
12,They Don't Know About Us,665033340,216552
13,Right Now,640483902,221177
14,Kiss You,519878266,130046
15,Live While We're Young,500101381,139209
16,One Thing,487535438,227269
17,Strong,410305999,137425
18,No Control,357999441,98628
19,Olivia,314053595,43603
20,If I Could Fly,312302137,34600
21,Stockholm Syndrome,270931237,57273
22,Midnight Memories,266278703,54344
23,Infinity,263771975,36907
24,Love You Goodbye,238229796,31079
25,Where Do Broken Hearts Go,234649440,96806
26,Fool's Gold,226876849,42841
27,Fireproof,224569429,54667
28,A.M.,213027758,27869
29,What a Feeling,212915209,40788
30,Half a Heart,209824070,27076
31,One Way or Another (Teenage Kicks),208345455,49805
32,End of the Day,195030792,24815
33,Happily,193391539,34312
34,More Than This,191063360,33599
35,Over Again,190249385,29910
36,Walking in the Wind,188365843,36081
37,Rock Me,175630912,69909
38,Diana,174215971,39545
39,Last First Kiss,173986740,33888
40,Ready to Run,170274648,36666
41,Temporary Fix,158643265,26202
42,Girl Almighty,158089109,30551
43,Up All Night,151081139,31069
44,Gotta Be You,146933624,32310
45,Wolves,143876885,24521
46,I Would,139608265,28532
47,Never Enough,134386045,17973
48,I Want to Write You a Song,132027945,16131
49,Don't Forget Where You Belong,129514849,22947
50,C'mon C'mon,127775711,31202
51,Through the Dark,126085693,33420
52,She's Not Afraid,125033523,26440
53,Hey Angel,122157568,21224
54,Moments,121734024,21699
55,Act My Age,112025322,16944
56,Home,111589724,16576
57,Heart Attack,109255177,19320
58,I Wish,105362913,19606
59,Better Than Words,103104564,17843
60,Clouds,100959435,18983
61,Taken,100384365,17243
62,Long Way Down,99976871,14352
63,Nobody Compares,99037767,20561
64,Little White Lies,98356222,18256
65,Spaces,97065006,13948
66,Still The One,96790577,19858
67,Little Black Dress,94513265,16523
68,Change My Mind,93312897,17359
69,Summer Love,91357264,13366
70,I Want,87242442,15833
71,Does He Know?,86398810,18218
72,Once in a Lifetime,85462933,13922
73,Why Don't We Go There,83917185,15818
74,Change Your Ticket,82725950,17632
75,Back For You,79426304,14843
76,Magic,78075273,26633
77,Loved You First,76876427,15983
78,Stand Up,75167437,14051
79,Something Great,74832866,23649
80,Same Mistakes,73941343,12937
81,Alive,72730585,12387
82,Illusion,71298445,11889
83,Tell Me a Lie,71217593,14585
84,Stole My Heart,70635147,15025
85,Na Na Na,68728059,14058
86,I Should Have Kissed You,62887298,14302
87,Everything About You,62007820,11461
88,Save You Tonight,57064997,10144
89,Truly Madly Deeply,48115773,1357
90,Night Changes - Live Acoustic Session,46704351,5998
91,Irresistible,44067202,12960
92,Another World,37614438,8047
93,One Thing - Acoustic,35819060,6085
94,"Rock Me - Live Version from The Motion Picture ""One Direction: This Is Us""",33283341,6545
95,You & I - Piano Version,32284432,2688
96,Steal My Girl - Acoustic Version,25444997,2043
97,You & I - Radio Edit,21550060,3524
98,Perfect (feat. Matoma) - Matoma Remix,19908800,639
99,Steal My Girl - 88 Ninety's 'Raiders of the Lost Art' Remix,13641390,292
100,Steal My Girl - Live Acoustic Session,11966481,899
101,Best Song Ever - Kat Krazy Remix,8713427,781
102,Night Changes - Afterhrs Remix,8359134,541
103,You & I - Big Payno Remix,7212661,284
104,Drag Me Down (feat. LunchMoney Lewis) - Big Payno x AFTERHRS Remix,6862948,443
105,"C'mon C'mon - Live Version from The Motion Picture ""One Direction: This Is Us""",5971534,1567
106,"Kiss You - Live Version From The Motion Picture ""One Direction: This Is Us""",5064943,729
107,Story of My Life - Live X Factor Performance,4768634,774
108,Live While We're Young - The Jump Smokers Remix,4650210,228
109,Steal My Girl - Big Payno & Afterhrs Pool Party Remix,4424571,191
110,Best Song Ever - Jump Smokers Remix,4299054,364
111,I Want - Live,4272929,519
112,Live While We're Young - Dave Aude Remix,3700101,251
113,You & I - Duet Version,3024984,2308
114,What Makes You Beautiful - Live,2455917,760
115,One Way or Another (Teenage Kicks) - Instrumental,2437270,222
116,One Way or Another (Teenage Kicks) - Sharoque Remix,2266992,220
117,More Than This - Live,1964223,515
118,Up All Night - Live,1652650,498
119,Gotta Be You - Live,1438693,408
120,Best Song Ever - WestFunk & Steve Smart Remix,1344673,205
121,Gotta Be You - Steve Smart & Westfunk Remix,582174,167
122,Kiss You - Sharoque Remix,491053,189
123,Gotta Be You - Mojam Remix,490530,140
