Rank,"Song Title",Streams,Daily
1,"That’s So True",1647270770,1403370
2,"I Love You, I'm Sorry",1017325563,931599
3,"I miss you, I’m sorry",842335052,436483
4,"Close To You",540972774,370482
5,Risk,361279072,220719
6,"Mess It Up",318269835,203132
7,"us. (feat. Taylor Swift)",284004469,145545
8,"Feels Like",261852660,102491
9,"I know it won't work",243901047,191916
10,21,238565276,101809
11,"Everywhere, Everything (with Gracie Abrams)",233337672,388932
12,Stay,194872296,52152
13,"Blowing Smoke",175657450,150150
14,"I Told You Things",136233280,236749
15,"Call Me When You Break Up (with Gracie Abrams)",133233664,71499
16,"Free Now",124567682,90339
17,"I Love You, I'm Sorry - Live From Vevo",116926290,67450
18,"Tough Love",108763476,74262
19,"Let It Happen",100269429,78410
20,"Where do we go now?",98019367,47339
21,Best,86087082,92630
22,"Unlearn (with Gracie Abrams)",83227747,14163
23,Friend,80584554,21048
24,Cool,72521108,50268
25,"Block me out",67574271,38054
26,"I Knew It, I Know You",67286772,40895
27,Rockland,64158214,22524
28,"Felt Good About You",62767655,31105
29,"Mean It",54278686,15032
30,Difficult,54210283,17020
31,"Packing It Up",52297107,34502
32,"For Real This Time",51783223,28866
33,"The Bottom",50353754,10082
34,Camden,49754087,30975
35,"I should hate you",47294409,32696
36,"Long Sleeves",46692658,21924
37,"Gave You I Gave You I",46442987,26643
38,minor,42538966,13851
39,"Normal Thing",42465074,21132
40,"Free Now - Live From Vevo",31439213,25767
41,"This is what the drugs are for",30777745,18800
42,Better,30680595,14559
43,"Will you cry?",29483339,27722
44,"Brush Fire",29313162,8095
45,Amelie,28867095,10114
46,"Full machine",28842226,14494
47,Cedar,28706468,16107
48,"Good Luck Charlie",28011550,12019
49,"The blue",26476671,28109
50,"Right now",25690921,15652
51,"Wishful Thinking",25378235,8426
52,"I Knew It, I Know You - Live From Vevo",24706873,12984
53,"Under / Over",24612064,8409
54,405,22520887,10748
55,"That’s So True - Live From Radio City Music Hall",21381983,14323
56,Alright,20029030,6838
57,"Hard to Sleep",19710811,12751
58,"Two people",18929143,13753
59,Older,17360691,7729
60,"Fault line",17353723,9108
61,Painkillers,17161186,6284
62,Unsteady,16072179,11134
63,Augusta,15937910,6368
64,"Death Wish - Live from The O2 Arena",15392941,12524
65,tehe,15275529,5111
66,"Badlands (with Gracie Abrams)",11280554,153576
67,"I know it won't work - Live",11123594,9679
68,"Everywhere, Everything (feat. Gracie Abrams) - Live From Fenway Park",8048152,8280
69,"Unlearn (with Gracie Abrams) - Acoustic",5974166,1953
70,"Call Me When You Break Up (with Gracie Abrams) - Acoustic Version",4572628,2112
71,"close to you (gracie abrams) - sped up version",990929,794
72,"i love you, i'm sorry (gracie abrams) - sped up version",729427,369
