Rank,Song Title,Streams,Daily
1,This Town,1177314253,303713
2,Slow Hands,1061911356,120976
3,* What A Time,874602303,147094
4,Too Much To Ask,529490826,42358
5,Nice To Meet Ya,369856377,35169
6,* Moral of the Story (feat. Niall Horan) (Bonus Track),346040511,42911
7,Put A Little Love On Me,321011872,48994
8,Heaven,306918981,76226
9,Black And White,296034663,29258
10,* Our Song,272983349,40374
11,No Judgement,206596318,13924
12,Seeing Blind,177862561,17126
13,Flicker,159556724,21387
14,On The Loose,116662522,15929
15,Meltdown,91704859,16851
16,Still,86436195,21393
17,Heartbreak Weather,80711351,18393
18,Slow Hands - Acoustic,76615608,7461
19,Fool's Gold - Recorded At RAK Studios London,67371614,6310
20,Paper Houses,63048376,7910
21,Small Talk,62448997,17812
22,Mirrors,54935172,7908
23,Everywhere,52620556,10561
24,The Show,48217591,15520
25,Too Much To Ask - Acoustic,43063520,3653
26,"Finally Free - From ""Smallfoot""",42121289,4848
27,Dear Patience,41917786,7542
28,Since We're Alone,41912926,7207
29,Fire Away,38629842,5387
30,Cross Your Mind,38271133,9220
31,Everywhere (BBC Children In Need),37486139,5354
32,On My Own,36955402,4687
33,Arms Of A Stranger,34561605,6014
34,You And Me,34451328,4346
35,Must Be Love,33121447,17363
36,San Francisco,31573576,6504
37,The Tide,31543045,3829
38,Bend The Rules,31440556,5029
39,New Angel,29327484,6105
40,You Could Start A Cult (with Lizzy McAlpine),25286426,13304
41,If You Leave Me,24830035,7991
42,Science,23100518,9111
43,Lover - Recorded at Air Studios London,22732902,2822
44,This Town - Tiёsto Remix,21928562,700
45,You Could Start A Cult,21665246,6657
46,Never Grow Up,21594765,7313
47,Save My Life,20373594,7593
48,On A Night Like Tonight,19941476,5917
49,Nice To Meet Ya - Diplo Remix,17187063,1060
50,So Long feat. The RTÉ Concert Orchestra - Live,14486008,2254
51,Slow Hands - Basic Tape Remix,14314673,899
52,Black And White - Stripped,13704369,228
53,Heaven - Acoustic,10614974,2157
54,On The Loose - Alternate Version,10349493,691
55,Something In The Orange - Live From Spotify Studios,10169423,5902
56,This Town - Live 1 Mic 1 Take,9887598,868
57,Flicker feat. The RTÉ Concert Orchestra - Live,8105963,1228
58,This Town feat. The RTÉ Concert Orchestra - Live,7948240,957
59,* Our Song - Acoustic,7439206,2999
60,Too Much To Ask - Recorded At RAK Studios London,6764357,419
61,Paper Houses feat. The RTÉ Concert Orchestra - Live,6720082,581
62,On The Loose - Basic Tape Remix,6697459,251
63,The Tide feat. The RTÉ Concert Orchestra - Live,5966738,488
64,The Show (with John Legend),5705611,1527
65,You And Me feat. The RTÉ Concert Orchestra - Live,5372868,469
66,On The Loose - Acoustic,5342946,530
67,No Judgement - Acoustic,5001427,816
68,Too Much To Ask - Cedric Gervais Remix,4905994,167
69,* Old Tricks,4611569,23797
70,If You Leave Me / Everybody Wants To Rule The World - Live From Electric Picnic,4380161,1914
71,* Our Song - Luca Schreiner Remix,3752291,251
72,Nice To Meet Ya - Stripped,3622056,689
73,Meltdown - Acoustic,3251158,1049
74,Dress,3156034,3692
75,Nothing,2862086,3649
76,You Could Start A Cult - Live from Spotify Studios,2774090,1468
77,Too Much To Ask feat. The RTÉ Concert Orchestra - Live,2740126,459
78,Fire Away feat. The RTÉ Concert Orchestra - Live,2710160,531
79,No Judgement - Steve Void Remix,2420789,91
80,Slow Hands - Jay Pryor Remix,2383276,123
81,Seeing Blind feat. The RTÉ Concert Orchestra - Live,2342026,392
82,This Town - Cheat Codes Remix,2179213,79
83,No Judgement - Recorded Live at Air Studios London,1914284,583
84,Small Talk - Live From Madison Square Garden,1874217,1267
85,Black And White - Oliver Nelson Remix,1811768,97
86,On The Loose - slenderbodies Remix,1751839,79
87,Science - Live From Spotify Studios,1516181,643
88,This Town - GOLDHOUSE Remix,1515907,48
89,Heaven - Live From Madison Square Garden,1414921,752
90,Too Much To Ask - TRU Concept Remix,1267214,116
91,This Town - Live From Madison Square Garden,1111219,800
92,This Town - Live from Spotify Studios,1093775,367
93,Meltdown - Stripped,1042186,480
94,This Town - Nikö Blank Remix,984433,77
95,Still - Live From Madison Square Garden,975142,687
96,* Our Song - Just Kiddin Remix,897583,99
97,This Town - Cabo San Remix,897012,46
98,Slow Hands - Live From Madison Square Garden,830349,625
99,Heaven - Live from Spotify Studios,829065,320
100,Black And White - Live From Madison Square Garden,796104,577
101,Heaven - Live From Electric Picnic,792816,335
102,On A Night Like Tonight - Live From Madison Square Garden,786029,510
103,Small Talk - Live at the Royal Albert Hall,765238,1169
104,Science - Live From Madison Square Garden,753075,537
105,If You Leave Me - Live From Madison Square Garden,737587,527
106,The Show - Live from Spotify Studios,726492,251
107,* Our Song - Moka Nola Remix,723980,52
108,San Francisco - Live From Madison Square Garden,722704,498
109,Save My Life - Live from Electric Picnic,706540,314
110,On A Night Like Tonight - Live,687144,353
111,Slow Hands - Live from Spotify Studios,633812,227
112,Black And White - Live from Spotify Studios,630210,293
113,Nice To Meet Ya - Live From Łódź,618889,452
114,Flicker - Live from Spotify Studios,604477,283
115,On A Night Like Tonight - Live from Spotify Studios,546475,252
116,Heartbreak Weather - Live From Dublin,505568,376
117,Put A Little Love On Me - Live From Paris,496826,368
118,On The Loose - Live From Dusseldorf,479543,324
119,Cross Your Mind - Live From Milan,473088,379
120,Meltdown - Live from Spotify Studios,463385,228
121,You Could Start A Cult - Live From Tokyo,439038,331
122,Dear Patience - Live at the Royal Albert Hall,428669,550
123,Put A Little Love On Me - Live from Vevo,391680,460
124,Flicker - Live From London,379627,343
125,Dear Patience - Live From Melbourne,365877,331
126,Save My Life - Live From Tampa,352597,312
127,Paper Houses - Live From Oslo,342990,357
