Rank,Song Title,Streams,Daily
1,As It Was,4262965910,1583529
2,Watermelon Sugar,3209657028,871950
3,Sign of the Times,2050496853,1244411
4,Adore You,2016016271,903414
5,Falling,1523207834,593155
6,Late Night Talking,1156569204,300241
7,Golden,1041202135,255141
8,Lights Up,739610735,119674
9,Matilda,731093715,589252
10,Fine Line,702500103,361422
11,Sweet Creature,677077947,96794
12,Kiwi,596722432,113645
13,Satellite,569411975,222895
14,Music For a Sushi Restaurant,484625955,125518
15,Little Freak,461180189,165662
16,Daylight,454268698,118621
17,Keep Driving,420474733,97473
18,Cherry,417491526,128141
19,From the Dining Table,405471216,79650
20,She,381716352,76561
21,Two Ghosts,370748180,78497
22,Love Of My Life,360017203,93126
23,Sunflower Vol. 6,342755611,71099
24,Girl Crush - Recorded at Metropolis Studios London,318452947,65660
25,Grapejuice,288682574,80336
26,To Be So Lonely,285414442,54478
27,Daydreaming,282208525,93877
28,Cinema,281889180,124532
29,Meet Me in the Hallway,260108058,42557
30,Woman,255636141,52511
31,Canyon Moon,243224770,49261
32,Carolina,241913132,40591
33,Only Angel,231439588,52589
34,Treat People With Kindness,223774696,43663
35,Ever Since New York,209265757,50349
36,Boyfriends,193152726,48663
37,Aperture,89110378,1633358
38,Two Ghosts - Recorded at Metropolis Studios London,59929042,7071
