Rank,"Song Title",Streams,Daily
1,"Dusk Till Dawn (feat. Sia) - Radio Edit",2183252061,565924
2,"I Don’t Wanna Live Forever (Fifty Shades Darker)",2100265976,580611
3,PILLOWTALK,1700995728,552426
4,"Trampoline (with ZAYN)",594471248,57755
5,"A Whole New World (End Title) - From ""Aladdin""",381143604,36263
6,"Let Me",357912117,41192
7,"Still Got Time (feat. PARTYNEXTDOOR)",302756489,12490
8,"LIKE I WOULD",288474867,22993
9,"fOoL fOr YoU",262666571,23206
10,Entertainer,220220958,25003
11,"There You Are",201856487,24014
12,Better,174630663,11595
13,Vibez,171324951,14895
14,"wRoNg (feat. Kehlani)",165099693,22731
15,"Good Years",162745467,6717
16,TiO,155415089,33320
17,"EYES CLOSED (with ZAYN)",143641430,283442
18,"Cruel (feat. ZAYN)",130813032,8449
19,"iT's YoU",124341723,11035
20,Flames,108472603,7720
21,Sweat,102459157,37825
22,BeFoUr,90006094,10875
23,"Back To Sleep REMIX (feat. Usher & ZAYN)",79455431,8663
24,"Love Like This",75313792,14899
25,sHe,74145301,11049
26,dRuNk,73405264,24077
27,Fingers,72103356,3702
28,"Too Much (feat. Timbaland)",71467922,4280
29,BoRdErSz,69181340,13582
30,"Dusk Till Dawn (feat. Sia) - Brooks Remix",59844208,3221
31,"rEaR vIeW",56840431,6847
32,Tightrope,53185860,8406
33,"No Candle No Light (feat. Nicki Minaj)",52496695,2637
34,"Rumors (feat. ZAYN)",50474617,10300
35,Rainberry,48599916,3439
36,Common,48423771,8817
37,"Back To Life",41733921,12311
38,Stardust,39067419,25972
39,Outside,33933044,5341
40,"What I Am",33837488,10565
41,"Sour Diesel",33032857,2891
42,lUcOzAdE,32923932,3393
43,"SHE DON'T LOVE ME",32882764,3700
44,"To Begin Again",31707964,3699
45,BLUE,30027849,2837
46,BRIGHT,29851572,2853
47,Tonight,28770108,5752
48,tRuTh,27562890,2865
49,"PILLOWTALK - the living room session",27374394,750
50,Alienated,26707672,10125
51,"Flight Of The Stars",25886002,4070
52,"MiNd Of MiNdd (Intro)",25875642,2250
53,Natural,25586492,3339
54,"Dusk Till Dawn (feat. Sia) - John ""J-C"" Carr Mix",24909389,587
55,"INTERMISSION: fLoWer",23444931,2069
56,Connexion,23042225,2057
57,Unfuckwitable,22523862,3863
58,"When Love's Around (feat. Syd)",22358433,2746
59,Calamity,21957066,2263
60,"River Road",21791598,2429
61,"Tu hai kahan (feat. ZAYN)",21313022,2527
62,"I Don't Mind",21004385,3016
63,"Talk To Me",20848661,2967
64,Insomnia,20298131,2798
65,"Un mundo ideal (Versión Créditos)",20245586,3423
66,"PILLOWTALK REMIX (feat. Lil Wayne)",20211237,1233
67,"If I Got You",20033826,3166
68,"Windowsill (feat. Devlin)",19966445,2287
69,Imprint,19929147,2795
70,Satisfaction,19090194,2105
71,Scripted,18887912,3198
72,wHo,17592726,2420
73,"Stand Still",17339597,2108
74,"You Wish You Knew",15278074,1942
75,"All That",14927523,2015
76,"LIKE I WOULD - The White Panda Remix",14613708,463
77,"Lied To",14358931,11801
78,"Die For Me",14178048,128406
79,"Icarus Interlude",13507536,1970
80,"Good Guy",13241628,1712
81,Freedun,13138248,692
82,"Dusk Till Dawn (feat. Sia) - Luca Lush Remix",12519818,258
83,"Fresh Air",11129587,1415
84,Dreamin,10589000,5501
85,"Dusk Till Dawn (feat. Sia)",9701205,727
86,"False Starts",9153517,8758
87,"My Woman",8102667,3896
88,"Trampoline - Joel Corry Remix",7958129,377
89,"Birds On A Cloud",7396254,5908
90,Grateful,6981199,3102
91,"How It Feels",6789185,3217
92,Angel,6743077,866
93,"Something In The Water",6652341,3327
94,"Flames - Steve Aoki Remix",6095490,332
95,"Shoot At Will",5816247,2625
96,"Concrete Kisses",5758594,3117
97,"Flames - R3HAB & Skytech VIP Remix",5625954,280
98,"The Time",5601846,3398
99,"LIKE I WOULD - Troyboi Remix",5586014,869
100,"Flames - GATTÜSO Remix",5369569,187
101,"Gates Of Hell",4979578,2320
102,"Fuchsia Sea",4883422,2523
103,"Trampoline - Dave Audé Remix",4711463,163
104,"Fire Inside",4462662,833
105,"Flames - Frank Walker Remix",4373476,266
106,"Ignorance Ain't Bliss - Demo",4008995,3522
107,"In The Bag",3766358,2917
108,"LIKE I WOULD - Dave Audé Mix",3470678,106
109,Unf**kwitable,3433013,222
110,"Love Like This - Mura Masa Remix",2734834,407
111,Gave,2728483,2235
112,"LIKE I WOULD - Oliver Nelson Remix",2723243,173
113,"LIKE I WOULD - Lenno Remix",1643799,39
114,"EYES CLOSED (with ZAYN) - 2X",1623691,3545
115,"LIKE I WOULD - Rytmeklubben Remix",1434113,33
116,"Alienated - Demo",1243953,905
117,"LIKE I WOULD - Sharam Jey Remix",1196641,47
118,"EYES CLOSED (with ZAYN) - 0.5X",1141857,1956
119,"EYES CLOSED (with ZAYN) - BARE",1004889,2380
120,"Trampoline (Joel Corry Remix) - Extended Mix",546091,48
121,"EYES CLOSED (with ZAYN) - UNVEILED",387830,1226
