Rank,Song Title,Streams,Daily
1,This Town,1188365816,281893
2,Slow Hands,1066363109,124385
3,* What A Time,880340696,156058
4,Too Much To Ask,531121412,38464
5,Nice To Meet Ya,371138500,33910
6,* Moral of the Story (feat. Niall Horan) (Bonus Track),347637587,42273
7,Put A Little Love On Me,322839908,45782
8,Heaven,309778139,78132
9,Black And White,297305376,35201
10,* Our Song,274578490,43744
11,No Judgement,207131005,13591
12,Seeing Blind,178600197,18805
13,Flicker,160396877,20038
14,On The Loose,117276332,15035
15,Meltdown,92376821,14935
16,Still,87327715,20889
17,Heartbreak Weather,81537267,19773
18,Slow Hands - Acoustic,76872123,6675
19,Fool's Gold - Recorded At RAK Studios London,67615291,6395
20,Paper Houses,63346688,6922
21,Small Talk,63258992,16229
22,Mirrors,55301173,10221
23,Everywhere,53124671,12491
24,The Show,48898136,14907
25,Too Much To Ask - Acoustic,43207283,3531
26,"Finally Free - From ""Smallfoot""",42302134,5124
27,Dear Patience,42213743,6458
28,Since We're Alone,42189784,6424
29,Fire Away,38830123,4703
30,Cross Your Mind,38652763,8676
31,Everywhere (BBC Children In Need),37674626,5074
32,On My Own,37143574,5189
33,Arms Of A Stranger,34823266,6004
34,You And Me,34614938,3822
35,Must Be Love,33921586,18126
36,San Francisco,31800933,5722
37,The Tide,31682452,3524
38,Bend The Rules,31653411,4797
39,New Angel,29570377,5273
40,You Could Start A Cult (with Lizzy McAlpine),25783488,12340
41,If You Leave Me,25163604,8215
42,Science,23426388,8775
43,Lover - Recorded at Air Studios London,22849963,2769
44,This Town - Tiёsto Remix,21952700,660
45,You Could Start A Cult,21905629,7015
46,Never Grow Up,21884330,7016
47,Save My Life,20680216,7378
48,On A Night Like Tonight,20169988,5229
49,Nice To Meet Ya - Diplo Remix,17225106,1069
50,So Long feat. The RTÉ Concert Orchestra - Live,14573818,2342
51,So Long - Live,14566455,2432
52,Slow Hands - Basic Tape Remix,14342317,845
53,Black And White - Stripped,13796367,2259
54,Heaven - Acoustic,10694446,2063
55,Something In The Orange - Live From Spotify Studios,10390344,5966
56,On The Loose - Alternate Version,10375403,730
57,* Drive Safe,9949072,488235
58,This Town - Live 1 Mic 1 Take,9917002,711
59,Flicker feat. The RTÉ Concert Orchestra - Live,8142099,898
60,Flicker - Live,8139409,860
61,This Town feat. The RTÉ Concert Orchestra - Live,7980594,783
62,This Town - Live,7977892,919
63,* Our Song - Acoustic,7559856,3187
64,Too Much To Ask - Recorded At RAK Studios London,6777910,320
65,Paper Houses feat. The RTÉ Concert Orchestra - Live,6741285,542
66,Paper Houses - Live,6739450,593
67,On The Loose - Basic Tape Remix,6705880,223
68,The Tide feat. The RTÉ Concert Orchestra - Live,5986536,463
69,The Tide - Live,5984864,534
70,The Show (with John Legend),5765953,1453
71,* Old Tricks,5411025,17946
72,You And Me feat. The RTÉ Concert Orchestra - Live,5388389,372
73,You And Me - Live,5387151,408
74,On The Loose - Acoustic,5360247,439
75,No Judgement - Acoustic,5031150,708
76,Too Much To Ask - Cedric Gervais Remix,4911622,110
77,If You Leave Me / Everybody Wants To Rule The World - Live From Electric Picnic,4454976,1938
78,* Our Song - Luca Schreiner Remix,3761954,240
79,Nice To Meet Ya - Stripped,3646680,614
80,Dress,3318069,3781
81,Meltdown - Acoustic,3285832,863
82,Nothing,3067564,3718
83,You Could Start A Cult - Live from Spotify Studios,2821797,1276
84,Too Much To Ask feat. The RTÉ Concert Orchestra - Live,2755364,375
85,Fire Away feat. The RTÉ Concert Orchestra - Live,2727001,416
86,No Judgement - Steve Void Remix,2423287,61
87,Slow Hands - Jay Pryor Remix,2388285,127
88,Seeing Blind feat. The RTÉ Concert Orchestra - Live,2354432,299
89,This Town - Cheat Codes Remix,2181813,57
90,No Judgement - Recorded Live at Air Studios London,1934911,515
91,Small Talk - Live From Madison Square Garden,1916395,1007
92,Black And White - Oliver Nelson Remix,1814903,76
93,On The Loose - slenderbodies Remix,1754647,68
94,Science - Live From Spotify Studios,1539047,558
95,This Town - GOLDHOUSE Remix,1517673,44
96,Heaven - Live From Madison Square Garden,1442438,667
97,Too Much To Ask - TRU Concept Remix,1280269,90
98,This Town - Live From Madison Square Garden,1139082,677
99,This Town - Live from Spotify Studios,1107970,328
100,Meltdown - Stripped,1059560,375
101,Still - Live From Madison Square Garden,999599,595
102,This Town - Nikö Blank Remix,987716,73
103,* Our Song - Just Kiddin Remix,901082,111
104,This Town - Cabo San Remix,898642,36
105,Slow Hands - Live From Madison Square Garden,850344,475
106,Heaven - Live from Spotify Studios,841496,268
107,Black And White - Live From Madison Square Garden,815946,471
108,On A Night Like Tonight - Live From Madison Square Garden,804357,447
109,Heaven - Live From Electric Picnic,804242,253
110,Small Talk - Live at the Royal Albert Hall,792949,648
111,Science - Live From Madison Square Garden,774107,482
112,If You Leave Me - Live From Madison Square Garden,755564,431
113,San Francisco - Live From Madison Square Garden,740996,472
114,The Show - Live from Spotify Studios,736797,262
115,* Our Song - Moka Nola Remix,725574,43
116,Save My Life - Live from Electric Picnic,717618,287
117,On A Night Like Tonight - Live,698468,280
118,Slow Hands - Live from Spotify Studios,642588,200
119,Black And White - Live from Spotify Studios,641201,244
120,Nice To Meet Ya - Live From Łódź,633481,349
121,Flicker - Live from Spotify Studios,614956,283
122,On A Night Like Tonight - Live from Spotify Studios,555308,216
123,Heartbreak Weather - Live From Dublin,518050,281
124,Put A Little Love On Me - Live From Paris,509539,308
125,On The Loose - Live From Dusseldorf,491539,282
126,Cross Your Mind - Live From Milan,485456,292
127,Meltdown - Live from Spotify Studios,472164,193
128,You Could Start A Cult - Live From Tokyo,450454,302
129,Dear Patience - Live at the Royal Albert Hall,449499,474
130,Put A Little Love On Me - Live from Vevo,410594,452
131,Flicker - Live From London,391689,359
132,Dear Patience - Live From Melbourne,378053,343
133,Save My Life - Live From Tampa,363893,273
134,Paper Houses - Live From Oslo,354610,289
