Rank,Song Title,Streams,Daily
1,Strip That Down (feat. Quavo),1112101227,121232
2,For You (With Rita Ora),553004604,101797
3,* Polaroid (With Jonas Blue & Lennon Stella),446329804,34104
4,Familiar (With J. Balvin),298325293,18310
5,* Get Low (With Zedd),220953861,11325
6,* Midnight (feat. Liam Payne),216422600,14114
7,Bedroom Floor,183750616,9995
8,Stack It Up (feat. A Boogie Wit da Hoodie),122040828,12571
9,All I Want (For Christmas),99255081,2186
10,Naughty List (with Dixie),70381967,1265
11,Strip That Down - Acoustic,63145995,2647
12,Live Forever (With Cheat Codes),58032592,3156
13,First Time,42143899,1250
14,Sunshine - From the Motion Picture “Ron’s Gone Wrong”,29792330,5502
15,Teardrops,27422378,12573
16,Remember,27117851,8532
17,* Polaroid - Acoustic,25364758,965
18,Strip That Down - Nevada Remix,15895269,880
19,Depend On It,13329821,2358
20,Slow,13035368,2665
21,Let It Snow Let It Snow Let It Snow,12863549,132
22,Heart Meet Break,10663323,1877
23,Home With You,9938272,1589
24,Stack It Up - Acoustic,9639729,396
25,Say It All,7499921,2301
26,Tell Your Friends,7229712,1203
27,* You & I - Big Payno Remix,7210970,237
28,* Drag Me Down (feat. LunchMoney Lewis) - Big Payno x AFTERHRS Remix,6860184,407
29,Weekend,6764080,1164
30,Hips Don't Lie,6688975,955
31,Both Ways,5765260,959
32,Bedroom Floor - Cash Cash Remix,5504694,199
33,* Polaroid - R3HAB Remix,5286418,98
34,Rude Hours,5146360,762
35,* Steal My Girl - Big Payno & Afterhrs Pool Party Remix,4423439,166
36,* Midnight (feat. Liam Payne) (Rompasso Remix),3706608,150
37,Bedroom Floor - Acoustic,3639090,247
38,* Get Low - KUURO Remix,3013358,92
39,Teardrops - Acoustic,2558152,1570
40,* Midnight (feat. Liam Payne) (Jack Wins Remix),2144449,96
41,* Polaroid - CID & Jonas Blue Remix,1657578,26
42,Bedroom Floor - NSG Remix,1485510,68
43,* Midnight (feat. Liam Payne) (Alesso & ESH Remix),1478854,58
44,* Polaroid - Zac Samuel Remix,1178187,64
45,* Midnight (feat. Liam Payne) (Vicetone Remix),945052,159
46,Live Forever (With Cheat Codes) - R3HAB Remix,800511,70
47,* Midnight - Sylvain Armand & Kiko Franco Remix,721237,45
48,Sunshine - From the Motion Picture “Ron’s Gone Wrong” / Acoustic,679921,194
49,Sunshine - From the Motion Picture “Ron’s Gone Wrong’’ (Billen Ted Remix),543343,65
50,Bedroom Floor - London On Da Track Remix,541277,51
51,* Polaroid - HUGEL Remix,537357,32
52,* Polaroid - Nolan van Lith Remix,282655,15
53,Live Forever (with Cheat Codes) - 99 Souls Remix,272887,40
54,Live Forever (With Cheat Codes) - Mahalo Remix,258636,28
55,Live Forever (With Cheat Codes) - Dee Swan & Gregatron Remix,213926,25
56,* I Don't Care - Payno Vs. Afterhrs Remix,198461,5
57,* Midnight (feat. Liam Payne) (Magnificence Remix),188434,24
