Rank,"Song Title",Streams,Daily
1,"*Friendships (Lost My Love)",172052129,43646
2,*Paradise,135986263,13868
3,Remedy,131819423,30672
4,"*Far Away From Home",117020151,8164
5,*Follow,108285885,23448
6,"*Space Melody (Edward Artemyev) (feat. Leony)",93803935,15340
7,"Faded Love",92135532,15081
8,"*Easy Peasy",88791889,19227
9,"*Brother Louie",84586158,6531
10,"I Can Feel",75431275,24441
11,"*Fire - Official UEFA EURO 2024 Song",72303032,26326
12,"Merry Christmas Everyone",39502777,4546
13,"Somewhere in Between",28750820,6767
14,"Holding On",26342021,12688
15,"Simple Life",25312365,15161
16,"*Crazy Love",24060718,4453
17,*Raindrops,20535023,1842
18,"Rock n Roll",20094148,16175
19,"*Monsoon (feat. Tokio Hotel)",19707573,5364
20,"By Your Side (In My Mind)",16390276,20195
21,"*Waking Up",14361309,6324
22,"*Tell Me Where U Go",14331113,14690
23,"*Show Me Love - Dimitri Vegas Edit",13748671,8850
24,"*Summer Of Love",13590811,5154
25,"*Friendships (Lost My Love) - ATB Remix",13096802,2526
26,"*City Lights",8541532,2407
27,"*Stop The World",8189885,992
28,"By Your Side (In My Mind) Part II",3974106,3318
29,"Home to Me",3508494,5337
30,"*Follow - VIZE Remix",3302136,504
31,"*Miracle - Edit",2573031,732
32,"*Where Do You Think You Are Going",2537872,175
33,"Holding On - Macon's HYPERTECHNO Remix",2505830,739
34,"*Merry Holiday (Jingle Bells)",2481963,1060
35,"*Friendships (Lost My Love) - Gabry Ponte Remix",2202718,364
36,"Don't Worry",2153829,26535
37,"*Tell Me Where U Go (feat. Leony) - Tiësto VIP Mix",1977540,2456
38,"*BANG BANG",1761853,3431
39,"*Raindrops - Intl. Version",1617472,493
40,"The Weekend",1363393,6431
41,"Rock n Roll (Matt Sassari Remix)",1285432,906
42,"*Hypnotic Tango (feat. Leony) - VIZE Edit",1154746,251
43,"Shooting Stars",994671,1629
44,"*Where Do You Think You Are Going (Harris & Ford Remix)",826437,64
45,Lifeline,733096,569
46,"By Your Side (In My Mind) Part II [Felix Jaehn Remix]",621422,371
47,"Oldschool Love",611855,1257
48,"*Tell Me Where U Go - goddard. Edit",593650,653
49,"Another Goodbye",568851,478
50,"Say My Name",549501,254
51,"Never Let Me Down",506984,193
52,"*Tell Me Where U Go - DAMIANO x Playmen Edit",503107,316
53,"*Love On the Line",461016,189
54,"*Waking Up - ESSEL Remix",412363,45
55,Paradise,409957,177
56,"White Lies",369415,186
57,"Simple Life - WITH U & CRÜPO Remix",365508,94
58,"Remedy - Acoustic Version",327816,170
59,"Your Way",294145,448
60,Afterglow,290318,763
61,"*City Lights (Mixed) - Olly James Remix",280577,69
62,*Miracle,259129,122
63,"One Last Time",208162,88
64,"What If",200626,319
65,"Thank You (Not so Bad)",189942,93
66,"Above and Beyond",186742,93
67,"Faded Love - Acoustic Version",181219,100
68,"*City Lights (Mixed)",171868,83
69,"One in a Million",171259,320
70,"I'll Be Alright - Intro",168446,154
71,"Count on Me",156305,212
72,"Bad Love",149483,73
73,"Running Through the Night",148399,348
74,"No Hard Feelings",146971,60
75,"Cross My Mind",132605,59
76,"Working Title",114648,48
