Rank,"Song Title",Streams,Daily
165,Sucker,645415,88
2,"Leave Before You Love Me (with Jonas Brothers)",1117364261,449893
3,"Only Human",583295680,111925
4,"What A Man Gotta Do",569861687,78750
5,"Burnin' Up",315881510,106402
6,"Like It's Christmas",296069100,7512
7,Runaway,285678686,45974
8,"Lonely (with Jonas Brothers)",253190537,8540
9,Cool,226766975,17829
10,"Waffle House",201799307,68530
11,"Year 3000",196761183,46059
12,X,161704010,14834
13,Lovebug,149901758,36298
14,S.O.S.,147898121,51760
15,"Do It Like That",139191019,31866
16,"I Believe",127536848,19620
17,"When You Look Me In The Eyes",125852669,53271
18,"Play My Music",99478218,34459
19,"Who's In Your Head",79574856,11406
20,Rollercoaster,77313509,11207
21,"Summer Baby",71182236,21366
22,"Remember This",67657254,9225
23,"I Need You Christmas",67546146,590
24,Wings,60447874,11123
25,"Love Me To Heaven",59965936,83333
26,"Love Her",58981632,3811
27,"Slow Motion",55067273,40728
28,Hesitate,50609361,5229
29,"Five More Minutes",50164641,4267
30,"Hold On",44848375,11923
31,"Strong Enough (feat. Bailey Zimmerman)",43212095,17484
32,"Vacation Eyes",39936713,38703
33,"Fly With Me",37268306,10095
34,"Used To Be",35716169,3387
35,Paranoid,33254888,7436
36,Strangers,33247392,4826
37,"Don't Throw it Away",32753190,6971
38,Comeback,29574549,2848
39,"Every Single Time",29360438,2596
40,"That's Just The Way We Roll",29089945,6713
41,Backwards,26726661,71203
42,"No Time To Talk",26338829,48721
43,"Greenlight - From ""Songland""",25951495,1564
44,"Healing (Shattered Heart)",24749131,10059
45,"Montana Sky",23275174,14930
46,"Before The Storm (feat. Miley Cyrus)",22766351,3075
47,"Pom Poms",22745488,1847
48,Celebrate!,22088985,18100
49,"Happy When I'm Sad",22040956,1489
50,Trust,21208793,1408
51,Selfish,20282528,5523
52,"I Dare You",18832812,35788
53,"L.A. Baby (Where Dreams Are Made Of)",17896844,3709
54,"I Can’t Lose",17887989,25651
55,Tonight,17126219,2873
56,"Loved You Better (with Dean Lewis)",16865868,20663
57,"Goodnight and Goodbye",15295260,2354
58,"Should've Said No - The 3D Concert Experience",15273335,3042
59,"A Little Bit Longer",14960688,1934
60,"Your Biggest Fan",14949114,2429
61,"Much Better",13874205,1782
62,"Sail Away",13355169,5373
63,"Still In Love With You",12611574,2057
64,"First Time",12513594,1055
65,Shelf,12475500,2369
66,"Little Bird",12473301,6370
67,"Before The Storm – duet with Jonas Brothers (Live)",10965654,1171
68,"Hello Beautiful",10866724,1534
69,"Pushin' Me Away",10866159,1716
70,"Coming Home This Christmas",10518287,2693
71,"On the Line",10482182,1232
72,"Just Friends",10355373,1583
73,Miracle,10306525,2103
74,"Hey You",10189050,1815
75,"Walls (with Jon Bellion)",10058303,3417
76,"Video Girl",10017280,1461
77,Sorry,9251803,1764
78,Australia,8890501,1481
79,Americana,8566430,2009
80,"World War III",8293974,1058
81,"BB Good",8251900,1441
82,Critical,8169767,947
83,"Black Keys",8119299,672
84,"Can't Have You",8070497,2249
85,Inseparable,7953427,1366
86,"Please Be Mine",7877362,2588
87,"Got Me Going Crazy",7372773,1067
88,"Summer In The Hamptons",7317827,1616
89,"Year 3000 2.0",6728533,1825
90,"Do It Like That (Alan Walker Remix)",6502041,1314
91,Hollywood,6386558,1716
92,Games,6384071,1124
93,Tantrum,6278086,7523
94,"Hey Baby",5978565,846
95,Tables,5659576,8328
96,"cliché - Jonas Brothers remix",5438945,14453
97,"Turn Right",5393124,678
98,"Happen To Me (feat. Jonas Brothers)",5306270,25372
99,"Poison Ivy",5280338,696
100,Mandy,5236836,665
101,"Holiday (with Jonas Brothers)",5135583,289
102,"Keep It Real",5102144,965
103,Invisible,5083709,1380
104,"One Man Show",5061273,850
105,"Things Will Never Be the Same",4739909,1116
106,"Mirror to the Sky",4697283,12864
107,"Feelin' Alive",4694343,747
108,"What Did I Do To Your Heart",4422774,675
109,"Take A Breath",4419736,1049
110,"Greetings From Your Hometown (with Switchfoot)",4332429,5267
111,"Live To Party",4317782,1163
112,"We Got the Party Duet with Jonas Brothers - Live from Arrowhead Pond, Anaheim, U.S.A./2008",4254982,3091
113,"Don't Speak",3851884,531
114,Bully,3755688,5061
115,"Do It Like That (Jersey Club Remix)",3686733,681
116,"Make It Right",3330458,461
117,Jersey,3246135,253
118,"Heat Of The Moment",3234794,4055
119,"Celebrate Happy",3213012,3786
