Rank,"Song Title",Streams,Daily
1,"Thats So True",1677832621,1329381
2,"I Love You Im Sorry",1038349641,946242
3,"I miss you Im sorry",852281655,451514
4,"Close To You",548766114,331063
5,Risk,366439089,213930
6,"Mess It Up",322860754,197293
7,"us (feat Taylor Swift)",287462893,138925
8,"Feels Like",264268982,90424
9,"I know it wont work",248157769,177901
10,21,241585919,149774
11,"Everywhere Everything (with Gracie Abrams)",241552411,356923
12,Stay,196015119,50749
13,"Blowing Smoke",179143726,157842
14,"I Told You Things",141347409,229350
15,"Call Me When You Break Up (with Gracie Abrams)",134847229,64056
16,"Free Now",126617214,84091
17,"I Love You Im Sorry - Live From Vevo",118417933,62710
18,"Tough Love",110364571,65002
19,"Let It Happen",102034077,73255
20,"Where do we go now",99170050,48017
21,Best,88276610,97807
22,"Unlearn (with Gracie Abrams)",83560252,13908
23,Friend,81062015,20074
24,Cool,73640294,46290
25,"Block me out",68374560,34611
26,"I Knew It I Know You",68216165,37861
27,Rockland,64697393,23306
28,"Felt Good About You",63496986,30326
29,Difficult,54619590,17684
30,"Mean It",54611109,14953
31,"Packing It Up",53020615,28639
32,"For Real This Time",52421191,25315
33,"The Bottom",50586147,9690
34,Camden,50417279,29642
35,"I should hate you",48051456,31250
36,"Long Sleeves",47148829,19094
37,"Gave You I Gave You I",47049948,24553
38,"Normal Thing",42956532,20470
39,minor,42853459,13803
40,"Free Now - Live From Vevo",32041967,24259
41,"This is what the drugs are for",31215034,18427
42,Better,30995419,12829
43,"Will you cry",30059244,24359
44,"Brush Fire",29495022,8016
45,"Full machine",29151097,13013
46,Amelie,29103166,10581
47,Cedar,29073816,14971
48,"Good Luck Charlie",28285691,11838
49,"The blue",27083721,27010
50,"Right now",26057477,16161
51,"Wishful Thinking",25561468,7524
52,"I Knew It I Know You - Live From Vevo",25007472,12583
53,"Under Over",24810653,8801
54,405,22774037,11674
55,"Thats So True - Live From Radio City Music Hall",21702759,13481
56,Alright,20176176,6364
57,"Hard to Sleep",19997235,12567
58,"Two people",19229904,12908
59,"Fault line",17563772,9422
60,Older,17528630,7041
61,Painkillers,17311513,6814
62,Unsteady,16307270,10181
63,Augusta,16081226,6436
64,"Death Wish - Live from The O2 Arena",15682290,11894
65,tehe,15394586,5207
66,"Badlands (with Gracie Abrams)",14395498,105974
67,"I know it wont work - Live",11326847,8014
68,"Everywhere Everything (feat Gracie Abrams) - Live From Fenway Park",8251439,8956
69,"Unlearn (with Gracie Abrams) - Acoustic",6020591,1939
70,"Call Me When You Break Up (with Gracie Abrams) - Acoustic Version",4621296,2151
71,"close to you (gracie abrams) - sped up version",990929,794
72,"i love you im sorry (gracie abrams) - sped up version",729427,369
