Rank,"Song Title",Streams,Daily
1,"Night Changes",2544215053,1123912
2,"Story of My Life",1915761661,740897
3,"What Makes You Beautiful",1864287697,936220
4,"Drag Me Down",1395572914,349057
5,Perfect,1248272885,498995
6,"Steal My Girl",1225502311,649761
7,18,943645701,377365
8,"You I",873583526,441682
9,"Best Song Ever",788339067,305499
10,"Little Things",719736630,101453
11,"They Dont Know About Us",677131270,183890
12,History,674937405,99609
13,"Right Now",652797303,208837
14,"Kiss You",526657965,123949
15,"Live While Were Young",507690702,141636
16,"One Thing",499560009,229208
17,Strong,418787348,156615
18,"No Control",363898633,99604
19,Olivia,316545986,40448
20,"If I Could Fly",314270610,29342
21,"Stockholm Syndrome",274229431,50831
22,"Midnight Memories",269259726,49135
23,Infinity,265992956,34001
24,"Where Do Broken Hearts Go",240974626,72838
25,"Love You Goodbye",240077175,28381
26,"Fools Gold",229426573,38996
27,Fireproof,228077601,51814
28,"What a Feeling",215679978,43953
29,AM,214674907,26726
30,"Half a Heart",211358628,23030
31,"One Way or Another (Teenage Kicks)",211120781,51200
32,"End of the Day",196461072,23328
33,Happily,195349585,34381
34,"More Than This",193018332,33035
35,"Over Again",191943367,26191
36,"Walking in the Wind",190508141,32794
37,"Rock Me",179359123,53229
38,Diana,176438922,35294
39,"Last First Kiss",176012220,32836
40,"Ready to Run",172496932,35157
41,"Temporary Fix",160530687,27337
42,"Girl Almighty",159985251,30479
43,"Up All Night",152824520,31402
44,"Gotta Be You",148789581,31242
45,Wolves,145481646,24564
46,"I Would",141297849,33444
47,"Never Enough",135461393,16842
48,"I Want to Write You a Song",132969591,14644
49,"Dont Forget Where You Belong",130834048,20926
50,"Cmon Cmon",129602346,30440
51,"Through the Dark",127952091,29574
52,"Shes Not Afraid",126587094,26480
53,"Hey Angel",123504885,20702
54,Moments,123001668,19827
55,"Act My Age",113045731,15694
56,Home,112551074,14726
57,"Heart Attack",110316636,17444
58,"I Wish",106538463,19117
59,"Better Than Words",104066621,15027
60,Clouds,102154822,18672
61,Taken,101379139,15800
62,"Long Way Down",100841587,13976
63,"Nobody Compares",100209784,18543
64,"Little White Lies",99447984,16525
65,"Still The One",97956083,19947
66,Spaces,97898357,13197
67,"Little Black Dress",95436370,14502
68,"Change My Mind",94319639,14868
69,"Summer Love",92122435,12384
70,"I Want",88132150,14314
71,"Does He Know",87517462,18370
72,"Once in a Lifetime",86303688,13908
73,"Why Dont We Go There",84792975,14412
74,"Change Your Ticket",83749503,20130
75,"Back For You",80342984,15868
76,Magic,79559580,26815
77,"Loved You First",77788882,14857
78,"Stand Up",75969625,13204
79,"Something Great",75770491,12449
80,"Same Mistakes",74674051,12269
81,Alive,73407582,10672
82,"Tell Me a Lie",72054344,12892
83,Illusion,72033637,12744
84,"Stole My Heart",71508618,14630
85,"Na Na Na",69528879,13439
86,"I Should Have Kissed You",63696119,13263
87,"Everything About You",62663217,10800
88,"Save You Tonight",57673860,10014
89,"Truly Madly Deeply",48849683,11171
90,"Night Changes - Live Acoustic Session",47048102,5633
91,Irresistible,44831594,12168
92,"Another World",38061199,7212
93,"One Thing - Acoustic",36161459,5690
94,"Rock Me - Live Version from The Motion Picture One Direction This Is Us",33652765,6157
95,"You I - Piano Version",32441105,2557
96,"Steal My Girl - Acoustic Version",25563614,1891
97,"You I - Radio Edit",21037831,1600
98,"Perfect (feat Matoma) - Matoma Remix",19943458,660
99,"Steal My Girl - 88 Ninetys Raiders of the Lost Art Remix",13657783,274
100,"Steal My Girl - Live Acoustic Session",12019440,907
101,"Best Song Ever - Kat Krazy Remix",8759951,792
102,"Night Changes - Afterhrs Remix",8391752,558
103,"You I - Big Payno Remix",7228333,274
104,"Drag Me Down (feat LunchMoney Lewis) - Big Payno x AFTERHRS Remix",6888721,420
105,"Cmon Cmon - Live Version from The Motion Picture One Direction This Is Us",6054894,1434
106,"Kiss You - Live Version From The Motion Picture One Direction This Is Us",5106406,658
107,"Story of My Life - Live X Factor Performance",4813021,754
108,"Live While Were Young - The Jump Smokers Remix",4666489,294
109,"Steal My Girl - Big Payno Afterhrs Pool Party Remix",4435481,198
110,"Best Song Ever - Jump Smokers Remix",4321481,409
111,"I Want - Live",4301800,443
112,"Live While Were Young - Dave Aude Remix",3712880,229
113,"What Makes You Beautiful - Live",2498262,767
114,"One Way or Another (Teenage Kicks) - Instrumental",2452076,276
115,"You I - Duet Version",2427101,302
116,"One Way or Another (Teenage Kicks) - Sharoque Remix",2280865,251
117,"More Than This - Live",1982838,502
118,"Up All Night - Live",1679861,423
119,"Gotta Be You - Live",1461389,388
120,"Best Song Ever - WestFunk Steve Smart Remix",1355459,181
121,"Gotta Be You - Steve Smart Westfunk Remix",591480,172
122,"Kiss You - Sharoque Remix",501650,212
123,"Gotta Be You - Mojam Remix",498287,144
