Rank,"Song Title",Streams,Daily
1,"Die With A Smile",3599404310,2775375
2,"Just the Way You Are",3222398934,1788498
3,"Locked out of Heaven",3174201141,2185927
4,"Thats What I Like",3151490315,1876264
5,"When I Was Your Man",3102071452,1626452
6,"Uptown Funk (feat Bruno Mars)",2620220456,988949
7,APT,2401869713,1538435
8,"Talking to the Moon",2079924571,1284270
9,Grenade,1917177838,879666
10,"24K Magic",1910136206,850588
11,"Young Wild Free (feta Bruno Mars)",1804953603,554211
12,"Leave The Door Open",1720272899,885815
13,"It Will Rain",1583377184,1597459
14,"Marry You",1566274354,837506
15,"The Lazy Song",1375017981,748666
16,Treasure,1371156122,687606
17,"Wake Up in the Sky",1280478462,529109
18,"Versace on the Floor",1150907119,758583
19,"Nothin on You (feat Bruno Mars)",1049537412,1115583
20,"Finesse - Remix feat Cardi B",973609826,299796
21,"Billionaire (feat Bruno Mars)",936008872,464405
22,"Count on Me",898515460,571836
23,"Please Me",831924092,533814
24,Mirror,716730108,306528
25,"Runaway Baby",688587226,512232
26,"Smokin Out The Window",608025846,283823
27,Finesse,408877430,353323
28,Chunky,403598811,164612
29,"After Last Night (with Thundercat Bootsy Collins)",370669633,245465
30,"Nothing on You",349310038,172492
31,Skate,344198855,199010
32,Lighters,326491006,135343
33,"I Just Might",323468300,2891087
34,"Too Good to Say Goodbye",307668721,340168
35,"Young Girls",286296448,138694
36,Gorilla,282243726,95340
37,Perm,227421107,103655
38,"If I Knew",223396542,198252
39,"Risk It All",220205946,4404806
40,"BLOW (with Chris Stapleton Bruno Mars)",202161815,35576
41,"Liquor Store Blues (feat Damian Marley)",197549173,81148
42,"Straight up Down",197116510,57171
43,"Calling All My Lovelies",171654936,96371
44,"Loves Train",159579795,109496
45,"Fly As Me",129858127,112597
46,"Grenade - Acoustic",123438295,25096
47,"Versace on the Floor (Bruno Mars vs David Guetta)",119894487,14607
48,Natalie,115987805,55217
49,"Fat Juicy Wet",115669701,58327
50,"Thats What I Like - Alan Walker Remix",103784400,10031
51,"Show Me",100939422,29295
52,Moonshine,96606269,53173
53,"Blast Off",92485074,40083
54,"The Other Side (feat CeeLo Green and BoB)",92001136,39529
55,"Put On A Smile",91790893,93985
56,"Our First Time",91605559,45745
57,"Silk Sonic Intro",86319775,27564
58,777,82811343,73072
59,"Talking to the Moon - Acoustic Piano",68232144,37954
60,"Leave The Door Open - Live",67189706,12087
61,"Thats What I Like (feat Gucci Mane)",63509532,16550
62,"Bubble Butt",61818924,11253
63,"Money Make Her Smile",61639599,19621
64,"24K Magic - R3hab Remix",60948938,6309
65,"Somewhere in Brooklyn",60231989,74269
66,"Treasure - Cash Cash Radio Mix",52023620,8381
67,"Uptown Funk (feat Bruno Mars) - Will Sparks Remix",48141066,4838
68,"Dance With Me",46296410,646963
69,"Cha Cha Cha",43359575,648277
70,"God Was Showing Off",43239200,555684
71,"Thats What I Like - PARTYNEXTDOOR Remix",42376293,8265
72,"Catch a Grenade - The Hooligans Remix",40890369,24228
73,"Why You Wanna Fight",37969762,553656
74,"Die With A Smile - Acoustic",35731420,62164
75,"On My Soul",34568482,494980
76,"Locked out of Heaven - The M Machine Remix",33773005,2198
77,"Bubble Butt",32660142,2914
78,"Grenade - Passion Pit Remix",32020330,5020
79,"Thats What I Like - BLVK JVCK Remix",30000653,1472
80,"Something Serious",25506283,329640
81,"Nothing Left",24037693,255398
82,"Bonde do Brunão",19486058,31160
83,"Finesse - Pink Panda Remix feat Cardi B",16946676,3834
84,"Gorilla (feat R Kelly and Pharrell) - G-Mix",14902923,4097
85,"Locked out of Heaven - Sultan and Ned Shepard Remix",14141401,2759
86,"Finesse - James Hype Remix feat Cardi B",8985059,976
87,"Uptown Funk (feat Bruno Mars) - Trinidad James Remix",8437196,3035
88,"Treasure - Sharam Radio Remix",7179878,1967
89,"Just the Way You Are (feat Lupe Fiasco) - 2010 Remix",6759970,32845
90,"Billionaire (feat Bruno Mars) - Radio Edit",6438411,15163
91,"Die With A Smile - Live in Las Vegas",6374080,12986
92,"Treasure - Audien Radio Edit",5992693,507
93,"Uptown Funk (feat Bruno Mars) - Wideboys VIP Remix",5671273,629
94,"Locked out of Heaven - CAZZETTEs Answering Machine Mix",5539147,428
95,"Just the Way You Are - Simon Steur Club Mix",5431840,2651
96,"Treasure - Bailey Smalls Radio Edit",5143518,2019
97,"Uptown Funk (feat Bruno Mars) - Dave Audé Remix",5097756,1047
98,"Locked out of Heaven - Paul Oakenfold Remix",5093387,509
99,"I Just Might - Austin Millz Remix",4609815,29261
100,"Treasure - Robert DeLong Radio Edit",4414129,1861
101,"This Is My Love",3779981,49
102,"Just the Way You Are - Skrillex BatBoi Remix",3706644,549
103,"Die With A Smile - Instrumental",2597769,2718
104,"Just the Way You Are - Steve Smart Westfunk Club Mix",2439603,854
105,"Nothin on You (feat Bruno Mars) - Acappella",2311194,9673
106,"Just the Way You Are - Carl Louis Martin Danielle Classic Mix",2140611,1967
107,3D,2092052,1167
108,"Just the Way You Are - Carl Louis Martin Danielle Club Mix",1628333,353
109,"Just the Way You Are - Manufactured Superstars and Jquintal Remix",1596678,318
110,"Bubble Butt (feat feat Bruno Mars 2 Chainz Tyga) - Black M Remix",725876,12
111,"Old Crazy (feat Esperanza Spalding)",364993,81
112,"Grenade - Michael Meds Mix",324573,444
113,"Young Girls - Demo",279178,54
114,"Grenade - John de Sohn Mix",270950,288
115,"Locked out of Heaven - Major Lazer Remix",233822,35
116,"Gorilla - Demo",226101,40
117,"Moonshine - The Futuristics Remix",223879,50
118,"Nothin on You (feat Bruno Mars) - TCs Switch-Up Remix",213154,272
119,"Nothin on You (feat Bruno Mars) - TCs Switch-Up Extended Version",166886,24
120,"Die With A Smile - Instrumental Acoustic",146042,258
