Rank,"Song Title",Streams,Daily
1,"Friendships (Lost My Love)",175867009,50468
2,Paradise,137138364,14399
3,Remedy,134299536,35960
4,"Far Away From Home",117772857,8988
5,Follow,110211084,23099
6,"Space Melody (Edward Artemyev) (feat. Leony)",94974488,12562
7,"Faded Love",93537311,20316
8,"Easy Peasy",90437277,22434
9,"Brother Louie",85138190,8000
10,"I Can Feel",77354695,22950
11,"Fire - Official UEFA EURO 2024 Song",74620014,32807
12,"Merry Christmas Everyone",39565985,561
13,"Somewhere in Between",29234445,7048
14,"Holding On",27272660,12344
15,"Simple Life",26548683,15948
16,"Crazy Love",24492003,6309
17,"Rock n Roll",21400004,15087
18,Raindrops,20716133,2055
19,"Monsoon (feat. Tokio Hotel)",20220102,6352
20,"By Your Side (In My Mind)",18104473,21769
21,"Tell Me Where U Go",15360184,10696
22,"Waking Up",14797302,6179
23,"Summer Of Love",14051598,5886
24,"Show Me Love - Dimitri Vegas Edit",13828554,1097
25,"Friendships (Lost My Love) - ATB Remix",13323085,3161
26,"City Lights",8747472,2420
27,"Stop The World",8279098,1208
28,"Don't Worry",5020134,37829
29,"By Your Side (In My Mind) Part II",4240310,3026
30,"Home to Me",3591547,621
31,"Follow - VIZE Remix",3344604,520
32,"Miracle - Edit",2637576,862
33,"Merry Holiday (Jingle Bells)",2487362,113
34,"Friendships (Lost My Love) - Gabry Ponte Remix",2241927,585
35,"Tell Me Where U Go (feat. Leony) - Tiësto VIP Mix",2135930,1675
36,"BANG BANG",1995367,2436
37,"The Weekend",1832766,6621
38,"Raindrops - Intl. Version",1670477,928
39,"Rock n Roll (Matt Sassari Remix)",1361264,830
40,"Hypnotic Tango (feat. Leony) - VIZE Edit",1170414,183
41,"Shooting Stars",1155858,2420
42,Stay,862366,0
43,Lifeline,804156,972
44,"Oldschool Love",750219,2246
45,"By Your Side (In My Mind) Part II [Felix Jaehn Remix]",659374,547
46,"Tell Me Where U Go - goddard. Edit",644891,593
47,"Said It All - Jax Jones Rework",628238,1514
48,"Another Goodbye",613987,597
49,"Say My Name",583259,571
50,"Merry Christmas Everyone - Mixed",534685,33
51,"Never Let Me Down",531144,386
52,"Tell Me Where U Go - DAMIANO x Playmen Edit",527386,256
53,"Love On the Line",485207,379
54,Paradise,434617,396
55,"Waking Up - ESSEL Remix",416160,44
56,"White Lies",390506,295
57,"Simple Life - WITH U & CRÜPO Remix",373496,91
58,Afterglow,373004,1194
59,"City Lights (Mixed) - Olly James Remix",361930,85
60,"Your Way",352699,896
61,"Remedy - Acoustic Version",348021,341
62,"City Lights (Mixed) - Olly James Remix",286265,62
63,Miracle,269944,125
64,"What If",232871,459
65,"One Last Time",219744,196
66,"One in a Million",211896,575
67,"Thank You (Not so Bad)",201340,166
68,"Above and Beyond",197468,170
69,"Count on Me",196764,909
70,"Faded Love - Acoustic Version",192130,178
71,"I'll Be Alright - Intro",189518,282
72,"Running Through the Night",181219,341
73,"City Lights (Mixed)",176599,49
74,"Bad Love",159368,167
75,"No Hard Feelings",155666,142
76,"Cross My Mind",140532,126
77,"Working Title",121477,103
