Rank,"Song Title",Streams,Daily
1,"*Friendships (Lost My Love)",173838741,44833
2,*Paradise,136544115,14379
3,Remedy,132877510,27556
4,"*Far Away From Home",117373428,8915
5,*Follow,109239786,22242
6,"*Space Melody (Edward Artemyev) (feat. Leony)",94420772,15059
7,"Faded Love",92728800,14879
8,"*Easy Peasy",89552141,16206
9,"I Can Feel",76387675,23331
10,"*Fire - Official UEFA EURO 2024 Song",73480314,27412
11,"Merry Christmas Everyone",39542188,762
12,"Somewhere in Between",28964969,5264
13,"Holding On",26771742,10168
14,"Simple Life",25897346,13900
15,"*Crazy Love",24251093,4573
16,"Rock n Roll",20746476,15490
17,*Raindrops,20603535,1802
18,"*Monsoon (feat. Tokio Hotel)",19961194,6441
19,"By Your Side (In My Mind)",17200161,19685
20,"*Tell Me Where U Go",14903554,12045
21,"*Waking Up",14576937,4443
22,"*Summer Of Love",13819925,5523
23,"*Show Me Love - Dimitri Vegas Edit",13791035,950
24,"*Friendships (Lost My Love) - ATB Remix",13208160,2920
25,"*City Lights",8645991,2554
26,"*Stop The World",8237646,1144
27,"By Your Side (In My Mind) Part II",4110215,3317
28,"Home to Me",3564084,884
29,"Don't Worry",3473959,31625
30,"*Follow - VIZE Remix",3322707,420
31,"*Miracle - Edit",2605116,795
32,"Holding On - Macon's HYPERTECHNO Remix",2536247,786
33,"*Merry Holiday (Jingle Bells)",2485210,54
34,"*Friendships (Lost My Love) - Gabry Ponte Remix",2221700,441
35,"*Tell Me Where U Go (feat. Leony) - Tiësto VIP Mix",2064538,1870
36,"*BANG BANG",1883427,2730
37,"*Raindrops - Intl. Version",1639446,521
38,"The Weekend",1583445,4633
39,"Rock n Roll (Matt Sassari Remix)",1325022,857
40,"*Hypnotic Tango (feat. Leony) - VIZE Edit",1161275,176
41,"Shooting Stars",1063878,1817
42,Lifeline,766543,764
43,"Oldschool Love",668084,1477
44,"By Your Side (In My Mind) Part II [Felix Jaehn Remix]",640489,470
45,"*Tell Me Where U Go - goddard. Edit",620366,621
46,"Another Goodbye",589864,526
47,"Say My Name",561700,356
48,"*Merry Christmas Everyone - Mixed",533320,38
49,"*Said It All - Jax Jones Rework",530875,0
50,"*Tell Me Where U Go - DAMIANO x Playmen Edit",516151,308
51,"Never Let Me Down",516057,228
52,"*Love On the Line",470438,264
53,Paradise,419586,279
54,"*Waking Up - ESSEL Remix",414327,46
55,"White Lies",378723,252
56,"Simple Life - WITH U & CRÜPO Remix",369845,105
57,"Remedy - Acoustic Version",335936,233
58,Afterglow,325631,946
59,"Your Way",318702,720
60,"*City Lights (Mixed) - Olly James Remix",283518,68
61,*Miracle,264664,133
62,"What If",215456,396
63,"One Last Time",212538,126
64,"Thank You (Not so Bad)",194853,130
65,"Above and Beyond",190941,109
66,"One in a Million",188324,524
67,"Faded Love - Acoustic Version",185527,123
68,"I'll Be Alright - Intro",177076,275
69,"*City Lights (Mixed)",174492,50
70,"Count on Me",166704,259
71,"Running Through the Night",165578,407
72,"Bad Love",153267,106
73,"No Hard Feelings",150366,90
74,"Cross My Mind",135842,90
75,"Working Title",117296,73
