Rank,"Song Title",Streams,Daily
1,"Friendships (Lost My Love)",176355362,48835
2,Paradise,137307373,14419
3,Remedy,134672635,37309
4,"Far Away From Home",117865488,9263
5,Follow,110432561,22147
6,"Space Melody (Edward Artemyev) (feat Leony)",95095842,13375
7,"Faded Love",93749297,21198
8,"Easy Peasy",90663233,22595
9,"Brother Louie",85417004,10715
10,"I Can Feel",77576256,22156
11,"Fire - Official UEFA EURO 2024 Song",74989685,36967
12,"Merry Christmas Everyone",39571041,505
13,"Somewhere in Between",29307269,7282
14,"Holding On",27409764,13710
15,"Simple Life",26717714,16903
16,"Crazy Love",24557804,6580
17,"Rock n Roll",21549959,14995
18,Raindrops,20716133,2055
19,"Monsoon (feat Tokio Hotel)",20283846,6374
20,"By Your Side (In My Mind)",18334615,23014
21,"Tell Me Where U Go",15457935,9775
22,"Waking Up",14865289,5468
23,"Summer Of Love",14110621,5902
24,"Show Me Love - Dimitri Vegas Edit",13843080,1019
25,"Friendships (Lost My Love) - ATB Remix",13353957,3087
26,"City Lights",8771582,2411
27,"Stop The World",8294184,1017
28,"Dont Worry",5398068,37793
29,"By Your Side (In My Mind) Part II",4270092,2978
30,"Home to Me",3597205,565
31,"Follow - VIZE Remix",3350811,551
32,"Miracle - Edit",2646323,795
33,"Merry Holiday (Jingle Bells)",2487677,31
34,"Friendships (Lost My Love) - Gabry Ponte Remix",2247575,564
35,"Tell Me Where U Go (feat Leony) - Tiësto VIP Mix",2152450,1702
36,"BANG BANG",2015185,1981
37,"The Weekend",1898028,6526
38,"Raindrops - Intl Version",1678231,775
39,"Rock n Roll (Matt Sassari Remix)",1369177,791
40,Stay,1263633,40126
41,"Shooting Stars",1181684,2582
42,"Hypnotic Tango (feat Leony) - VIZE Edit",1170414,183
43,Lifeline,814213,1005
44,"Oldschool Love",772840,2262
45,"By Your Side (In My Mind) Part II Felix Jaehn Remix",664208,483
46,"Tell Me Where U Go - goddard Edit",650678,578
47,"Said It All - Jax Jones Rework",640964,1272
48,"Another Goodbye",619674,568
49,"Say My Name",588616,535
50,"Merry Christmas Everyone - Mixed",535042,34
51,"Never Let Me Down",534863,371
52,"Tell Me Where U Go - DAMIANO x Playmen Edit",530022,263
53,"Love On the Line",488752,354
54,Paradise,438568,395
55,"Waking Up - ESSEL Remix",416720,43
56,"White Lies",393220,271
57,Afterglow,385935,1293
58,"Simple Life - WITH U CRÜPO Remix",374404,90
59,"City Lights (Mixed) - Olly James Remix",362979,98
60,"Your Way",361269,857
61,"Remedy - Acoustic Version",351028,300
62,"City Lights (Mixed) - Olly James Remix",287053,64
63,Miracle,271399,132
64,"What If",236691,382
65,"One Last Time",221462,171
66,"One in a Million",216675,477
67,"Count on Me",204684,792
68,"Thank You (Not so Bad)",203011,167
69,"Above and Beyond",199032,156
70,"Faded Love - Acoustic Version",193895,176
71,"Ill Be Alright - Intro",191858,234
72,"Running Through the Night",184538,331
73,"City Lights (Mixed)",177198,58
74,"Bad Love",160896,152
75,"No Hard Feelings",156943,127
76,"Cross My Mind",141710,117
77,"Working Title",122440,96
